type,duration,date,startTime,endTime,nemTime,quality,kwh,perKwh,channelType,channelIdentifier,cost,renewables,spotPerKwh,spikeStatus,tariffInformation,descriptor
Usage,30,2024-10-07,2024-10-06T14:00:01Z,2024-10-06T14:30:00Z,2024-10-07T00:30:00+10:00,billable,0.18,22.25393,general,E1,4.0057,21.394,5.49984,none,"{'period': 'offPeak', 'season': 'default', 'demandWindow': False}",veryLow
Usage,30,2024-10-07,2024-10-06T14:30:01Z,2024-10-06T15:00:00Z,2024-10-07T01:00:00+10:00,billable,0.131,23.42563,general,E1,3.0688,20.681,6.61743,none,"{'period': 'offPeak', 'season': 'default', 'demandWindow': False}",veryLow
Usage,30,2024-10-07,2024-10-06T15:00:01Z,2024-10-06T15:30:00Z,2024-10-07T01:30:00+10:00,billable,0.063,23.41821,general,E1,1.4753,20.244999999999997,6.61035,none,"{'period': 'offPeak', 'season': 'default', 'demandWindow': False}",veryLow
Usage,30,2024-10-07,2024-10-06T15:30:01Z,2024-10-06T16:00:00Z,2024-10-07T02:00:00+10:00,billable,0.068,23.84613,general,E1,1.6215,20.016000000000002,7.01851,none,"{'period': 'offPeak', 'season': 'default', 'demandWindow': False}",veryLow
Usage,30,2024-10-07,2024-10-06T16:00:01Z,2024-10-06T16:30:00Z,2024-10-07T02:30:00+10:00,billable,0.071,24.7829,general,E1,1.7596,20.077,7.91201,none,"{'period': 'offPeak', 'season': 'default', 'demandWindow': False}",veryLow
Usage,30,2024-10-07,2024-10-06T16:30:01Z,2024-10-06T17:00:00Z,2024-10-07T03:00:00+10:00,billable,0.071,24.32902,general,E1,1.7274,19.814,7.47909,none,"{'period': 'offPeak', 'season': 'default', 'demandWindow': False}",veryLow
Usage,30,2024-10-07,2024-10-06T17:00:01Z,2024-10-06T17:30:00Z,2024-10-07T03:30:00+10:00,billable,0.063,25.03154,general,E1,1.577,18.547,8.14917,none,"{'period': 'offPeak', 'season': 'default', 'demandWindow': False}",veryLow
Usage,30,2024-10-07,2024-10-06T17:30:01Z,2024-10-06T18:00:00Z,2024-10-07T04:00:00+10:00,billable,0.065,24.96293,general,E1,1.6226,18.372,8.08373,none,"{'period': 'offPeak', 'season': 'default', 'demandWindow': False}",veryLow
Usage,30,2024-10-07,2024-10-06T18:00:01Z,2024-10-06T18:30:00Z,2024-10-07T04:30:00+10:00,billable,0.07,23.2814,general,E1,1.6297,19.402,6.47986,none,"{'period': 'offPeak', 'season': 'default', 'demandWindow': False}",veryLow
Usage,30,2024-10-07,2024-10-06T18:30:01Z,2024-10-06T19:00:00Z,2024-10-07T05:00:00+10:00,billable,0.07,23.31069,general,E1,1.6317,20.892,6.50779,none,"{'period': 'offPeak', 'season': 'default', 'demandWindow': False}",veryLow
Usage,30,2024-10-07,2024-10-06T19:00:01Z,2024-10-06T19:30:00Z,2024-10-07T05:30:00+10:00,billable,0.067,23.34884,general,E1,1.5644,22.477,6.54418,none,"{'period': 'offPeak', 'season': 'default', 'demandWindow': False}",veryLow
Usage,30,2024-10-07,2024-10-06T19:30:01Z,2024-10-06T20:00:00Z,2024-10-07T06:00:00+10:00,billable,0.063,22.92879,general,E1,1.4445,26.417,6.14353,none,"{'period': 'offPeak', 'season': 'default', 'demandWindow': False}",veryLow
Usage,30,2024-10-07,2024-10-06T20:00:01Z,2024-10-06T20:30:00Z,2024-10-07T06:30:00+10:00,billable,0.068,20.29457,general,E1,1.38,40.044999999999995,3.63097,none,"{'period': 'offPeak', 'season': 'default', 'demandWindow': False}",veryLow
Usage,30,2024-10-07,2024-10-06T20:30:01Z,2024-10-06T21:00:00Z,2024-10-07T07:00:00+10:00,billable,0.07,14.4712,general,E1,1.013,60.912,-1.92346,none,"{'period': 'offPeak', 'season': 'default', 'demandWindow': False}",extremelyLow
Usage,30,2024-10-07,2024-10-06T21:00:01Z,2024-10-06T21:30:00Z,2024-10-07T07:30:00+10:00,billable,0.07,12.23089,general,E1,0.8562,75.41799999999999,-4.0603,none,"{'period': 'offPeak', 'season': 'default', 'demandWindow': False}",extremelyLow
Usage,30,2024-10-07,2024-10-06T21:30:01Z,2024-10-06T22:00:00Z,2024-10-07T08:00:00+10:00,billable,0.063,12.4521,general,E1,0.7845,82.15599999999999,-3.84931,none,"{'period': 'offPeak', 'season': 'default', 'demandWindow': False}",extremelyLow
Usage,30,2024-10-07,2024-10-06T22:00:01Z,2024-10-06T22:30:00Z,2024-10-07T08:30:00+10:00,billable,0.065,11.85157,general,E1,0.7704,85.22999999999999,-4.4221,none,"{'period': 'offPeak', 'season': 'default', 'demandWindow': False}",extremelyLow
Usage,30,2024-10-07,2024-10-06T22:30:01Z,2024-10-06T23:00:00Z,2024-10-07T09:00:00+10:00,billable,0.071,11.53937,general,E1,0.8193,84.709,-4.71988,none,"{'period': 'offPeak', 'season': 'default', 'demandWindow': False}",extremelyLow
Usage,30,2024-10-07,2024-10-06T23:00:01Z,2024-10-06T23:30:00Z,2024-10-07T09:30:00+10:00,billable,0.071,11.15841,general,E1,0.7922,82.61,-5.08325,none,"{'period': 'offPeak', 'season': 'default', 'demandWindow': False}",extremelyLow
Usage,30,2024-10-07,2024-10-06T23:30:01Z,2024-10-07T00:00:00Z,2024-10-07T10:00:00+10:00,billable,0.071,10.67825,general,E1,0.7582,82.833,-5.54123,none,"{'period': 'offPeak', 'season': 'default', 'demandWindow': False}",extremelyLow
Usage,30,2024-10-07,2024-10-07T00:00:01Z,2024-10-07T00:30:00Z,2024-10-07T10:30:00+10:00,billable,0.074,10.72904,general,E1,0.7939,81.575,-5.49279,none,"{'period': 'offPeak', 'season': 'default', 'demandWindow': False}",extremelyLow
Usage,30,2024-10-07,2024-10-07T00:30:01Z,2024-10-07T01:00:00Z,2024-10-07T11:00:00+10:00,billable,0.063,10.88575,general,E1,0.6858,81.915,-5.34332,none,"{'period': 'offPeak', 'season': 'default', 'demandWindow': False}",extremelyLow
Usage,30,2024-10-07,2024-10-07T01:00:01Z,2024-10-07T01:30:00Z,2024-10-07T11:30:00+10:00,billable,0.069,10.56814,general,E1,0.7292,82.36,-5.64626,none,"{'period': 'offPeak', 'season': 'default', 'demandWindow': False}",extremelyLow
Usage,30,2024-10-07,2024-10-07T01:30:01Z,2024-10-07T02:00:00Z,2024-10-07T12:00:00+10:00,billable,0.07,10.69054,general,E1,0.7483,82.528,-5.52951,none,"{'period': 'offPeak', 'season': 'default', 'demandWindow': False}",extremelyLow
Usage,30,2024-10-07,2024-10-07T02:00:01Z,2024-10-07T02:30:00Z,2024-10-07T12:30:00+10:00,billable,0.069,10.7764,general,E1,0.7436,83.159,-5.44762,none,"{'period': 'offPeak', 'season': 'default', 'demandWindow': False}",extremelyLow
Usage,30,2024-10-07,2024-10-07T02:30:01Z,2024-10-07T03:00:00Z,2024-10-07T13:00:00+10:00,billable,0.063,11.08754,general,E1,0.6985,82.045,-5.15085,none,"{'period': 'offPeak', 'season': 'default', 'demandWindow': False}",extremelyLow
Usage,30,2024-10-07,2024-10-07T03:00:01Z,2024-10-07T03:30:00Z,2024-10-07T13:30:00+10:00,billable,0.074,11.47607,general,E1,0.8492,85.978,-4.78026,none,"{'period': 'offPeak', 'season': 'default', 'demandWindow': False}",extremelyLow
Usage,30,2024-10-07,2024-10-07T03:30:01Z,2024-10-07T04:00:00Z,2024-10-07T14:00:00+10:00,billable,0.077,11.4849,general,E1,0.8843,85.672,-4.77184,none,"{'period': 'offPeak', 'season': 'default', 'demandWindow': False}",extremelyLow
Usage,30,2024-10-07,2024-10-07T04:00:01Z,2024-10-07T04:30:00Z,2024-10-07T14:30:00+10:00,billable,0.077,11.35472,general,E1,0.8743,84.59100000000001,-4.89601,none,"{'period': 'offPeak', 'season': 'default', 'demandWindow': False}",extremelyLow
Usage,30,2024-10-07,2024-10-07T04:30:01Z,2024-10-07T05:00:00Z,2024-10-07T15:00:00+10:00,billable,0.068,12.22898,general,E1,0.8316,84.794,-4.06212,none,"{'period': 'offPeak', 'season': 'default', 'demandWindow': False}",extremelyLow
Usage,30,2024-10-07,2024-10-07T05:00:01Z,2024-10-07T05:30:00Z,2024-10-07T15:30:00+10:00,billable,0.067,13.48663,general,E1,0.9036,82.562,-2.86256,none,"{'period': 'offPeak', 'season': 'default', 'demandWindow': False}",extremelyLow
Usage,30,2024-10-07,2024-10-07T05:30:01Z,2024-10-07T06:00:00Z,2024-10-07T16:00:00+10:00,billable,0.073,19.33093,general,E1,1.4112,78.716,2.71183,none,"{'period': 'offPeak', 'season': 'default', 'demandWindow': False}",veryLow
Usage,30,2024-10-07,2024-10-07T06:00:01Z,2024-10-07T06:30:00Z,2024-10-07T16:30:00+10:00,billable,0.073,14.49225,general,E1,1.0579,67.482,-1.90338,none,"{'period': 'offPeak', 'season': 'default', 'demandWindow': False}",extremelyLow
Usage,30,2024-10-07,2024-10-07T06:30:01Z,2024-10-07T07:00:00Z,2024-10-07T17:00:00+10:00,billable,0.066,18.48188,general,E1,1.2198,52.579,1.902,none,"{'period': 'offPeak', 'season': 'default', 'demandWindow': False}",veryLow
Usage,30,2024-10-07,2024-10-07T07:00:01Z,2024-10-07T07:30:00Z,2024-10-07T17:30:00+10:00,billable,0.067,24.06011,general,E1,1.612,34.105000000000004,7.2226,none,"{'period': 'offPeak', 'season': 'default', 'demandWindow': False}",veryLow
Usage,30,2024-10-07,2024-10-07T07:30:01Z,2024-10-07T08:00:00Z,2024-10-07T18:00:00+10:00,billable,0.081,24.48038,general,E1,1.9829,22.689999999999998,7.62346,none,"{'period': 'offPeak', 'season': 'default', 'demandWindow': False}",veryLow
Usage,30,2024-10-07,2024-10-07T08:00:01Z,2024-10-07T08:30:00Z,2024-10-07T18:30:00+10:00,billable,0.076,28.17529,general,E1,2.1413,16.928,11.14773,none,"{'period': 'offPeak', 'season': 'default', 'demandWindow': False}",veryLow
Usage,30,2024-10-07,2024-10-07T08:30:01Z,2024-10-07T09:00:00Z,2024-10-07T19:00:00+10:00,billable,0.07,28.20128,general,E1,1.9741,14.959,11.17252,none,"{'period': 'offPeak', 'season': 'default', 'demandWindow': False}",veryLow
Usage,30,2024-10-07,2024-10-07T09:00:01Z,2024-10-07T09:30:00Z,2024-10-07T19:30:00+10:00,billable,0.158,26.76728,general,E1,4.2292,13.406,9.80475,none,"{'period': 'offPeak', 'season': 'default', 'demandWindow': False}",veryLow
Usage,30,2024-10-07,2024-10-07T09:30:01Z,2024-10-07T10:00:00Z,2024-10-07T20:00:00+10:00,billable,0.219,27.14911,general,E1,5.9457,12.872,10.16894,none,"{'period': 'offPeak', 'season': 'default', 'demandWindow': False}",veryLow
Usage,30,2024-10-07,2024-10-07T10:00:01Z,2024-10-07T10:30:00Z,2024-10-07T20:30:00+10:00,billable,0.222,26.39527,general,E1,5.8598,11.761000000000001,9.44992,none,"{'period': 'offPeak', 'season': 'default', 'demandWindow': False}",veryLow
Usage,30,2024-10-07,2024-10-07T10:30:01Z,2024-10-07T11:00:00Z,2024-10-07T21:00:00+10:00,billable,0.281,26.3248,general,E1,7.3973,10.068000000000001,9.3827,none,"{'period': 'offPeak', 'season': 'default', 'demandWindow': False}",veryLow
Usage,30,2024-10-07,2024-10-07T11:00:01Z,2024-10-07T11:30:00Z,2024-10-07T21:30:00+10:00,billable,0.204,26.16289,general,E1,5.3372,8.944,9.22827,none,"{'period': 'offPeak', 'season': 'default', 'demandWindow': False}",veryLow
Usage,30,2024-10-07,2024-10-07T11:30:01Z,2024-10-07T12:00:00Z,2024-10-07T22:00:00+10:00,billable,0.086,25.65359,general,E1,2.2062,8.221,8.74249,none,"{'period': 'offPeak', 'season': 'default', 'demandWindow': False}",veryLow
Usage,30,2024-10-07,2024-10-07T12:00:01Z,2024-10-07T12:30:00Z,2024-10-07T22:30:00+10:00,billable,0.074,24.8945,general,E1,1.8422,7.881,8.01846,none,"{'period': 'offPeak', 'season': 'default', 'demandWindow': False}",veryLow
Usage,30,2024-10-07,2024-10-07T12:30:01Z,2024-10-07T13:00:00Z,2024-10-07T23:00:00+10:00,billable,0.07,25.21626,general,E1,1.7651,7.442,8.32536,none,"{'period': 'offPeak', 'season': 'default', 'demandWindow': False}",veryLow
Usage,30,2024-10-07,2024-10-07T13:00:01Z,2024-10-07T13:30:00Z,2024-10-07T23:30:00+10:00,billable,0.068,30.54566,general,E1,2.0771,6.832000000000001,13.40863,none,"{'period': 'offPeak', 'season': 'default', 'demandWindow': False}",veryLow
Usage,30,2024-10-07,2024-10-07T13:30:01Z,2024-10-07T14:00:00Z,2024-10-08T00:00:00+10:00,billable,0.066,28.42678,general,E1,1.8762,6.042,11.3876,none,"{'period': 'offPeak', 'season': 'default', 'demandWindow': False}",veryLow
Usage,30,2024-10-07,2024-10-06T14:00:01Z,2024-10-06T14:30:00Z,2024-10-07T00:30:00+10:00,billable,0,13.13108,controlledLoad,E2,0,21.394,5.49984,none,,veryLow
Usage,30,2024-10-07,2024-10-06T14:30:01Z,2024-10-06T15:00:00Z,2024-10-07T01:00:00+10:00,billable,0,14.30278,controlledLoad,E2,0,20.681,6.61743,none,,veryLow
Usage,30,2024-10-07,2024-10-06T15:00:01Z,2024-10-06T15:30:00Z,2024-10-07T01:30:00+10:00,billable,0,14.29536,controlledLoad,E2,0,20.244999999999997,6.61035,none,,veryLow
Usage,30,2024-10-07,2024-10-06T15:30:01Z,2024-10-06T16:00:00Z,2024-10-07T02:00:00+10:00,billable,0,14.72328,controlledLoad,E2,0,20.016000000000002,7.01851,none,,veryLow
Usage,30,2024-10-07,2024-10-06T16:00:01Z,2024-10-06T16:30:00Z,2024-10-07T02:30:00+10:00,billable,0,15.66005,controlledLoad,E2,0,20.077,7.91201,none,,veryLow
Usage,30,2024-10-07,2024-10-06T16:30:01Z,2024-10-06T17:00:00Z,2024-10-07T03:00:00+10:00,billable,0,15.20617,controlledLoad,E2,0,19.814,7.47909,none,,veryLow
Usage,30,2024-10-07,2024-10-06T17:00:01Z,2024-10-06T17:30:00Z,2024-10-07T03:30:00+10:00,billable,0,15.90869,controlledLoad,E2,0,18.547,8.14917,none,,veryLow
Usage,30,2024-10-07,2024-10-06T17:30:01Z,2024-10-06T18:00:00Z,2024-10-07T04:00:00+10:00,billable,0,15.84008,controlledLoad,E2,0,18.372,8.08373,none,,veryLow
Usage,30,2024-10-07,2024-10-06T18:00:01Z,2024-10-06T18:30:00Z,2024-10-07T04:30:00+10:00,billable,0,14.15855,controlledLoad,E2,0,19.402,6.47986,none,,veryLow
Usage,30,2024-10-07,2024-10-06T18:30:01Z,2024-10-06T19:00:00Z,2024-10-07T05:00:00+10:00,billable,0,14.18784,controlledLoad,E2,0,20.892,6.50779,none,,veryLow
Usage,30,2024-10-07,2024-10-06T19:00:01Z,2024-10-06T19:30:00Z,2024-10-07T05:30:00+10:00,billable,0,14.22599,controlledLoad,E2,0,22.477,6.54418,none,,veryLow
Usage,30,2024-10-07,2024-10-06T19:30:01Z,2024-10-06T20:00:00Z,2024-10-07T06:00:00+10:00,billable,0,13.80594,controlledLoad,E2,0,26.417,6.14353,none,,veryLow
Usage,30,2024-10-07,2024-10-06T20:00:01Z,2024-10-06T20:30:00Z,2024-10-07T06:30:00+10:00,billable,0,11.17172,controlledLoad,E2,0,40.044999999999995,3.63097,none,,veryLow
Usage,30,2024-10-07,2024-10-06T20:30:01Z,2024-10-06T21:00:00Z,2024-10-07T07:00:00+10:00,billable,0,5.34835,controlledLoad,E2,0,60.912,-1.92346,none,,extremelyLow
Usage,30,2024-10-07,2024-10-06T21:00:01Z,2024-10-06T21:30:00Z,2024-10-07T07:30:00+10:00,billable,0,3.10804,controlledLoad,E2,0,75.41799999999999,-4.0603,none,,extremelyLow
Usage,30,2024-10-07,2024-10-06T21:30:01Z,2024-10-06T22:00:00Z,2024-10-07T08:00:00+10:00,billable,0,3.32925,controlledLoad,E2,0,82.15599999999999,-3.84931,none,,extremelyLow
Usage,30,2024-10-07,2024-10-06T22:00:01Z,2024-10-06T22:30:00Z,2024-10-07T08:30:00+10:00,billable,0,2.72872,controlledLoad,E2,0,85.22999999999999,-4.4221,none,,extremelyLow
Usage,30,2024-10-07,2024-10-06T22:30:01Z,2024-10-06T23:00:00Z,2024-10-07T09:00:00+10:00,billable,0,2.41652,controlledLoad,E2,0,84.709,-4.71988,none,,extremelyLow
Usage,30,2024-10-07,2024-10-06T23:00:01Z,2024-10-06T23:30:00Z,2024-10-07T09:30:00+10:00,billable,0,2.03556,controlledLoad,E2,0,82.61,-5.08325,none,,extremelyLow
Usage,30,2024-10-07,2024-10-06T23:30:01Z,2024-10-07T00:00:00Z,2024-10-07T10:00:00+10:00,billable,0,1.5554,controlledLoad,E2,0,82.833,-5.54123,none,,extremelyLow
Usage,30,2024-10-07,2024-10-07T00:00:01Z,2024-10-07T00:30:00Z,2024-10-07T10:30:00+10:00,billable,0,1.60619,controlledLoad,E2,0,81.575,-5.49279,none,,extremelyLow
Usage,30,2024-10-07,2024-10-07T00:30:01Z,2024-10-07T01:00:00Z,2024-10-07T11:00:00+10:00,billable,0,1.7629,controlledLoad,E2,0,81.915,-5.34332,none,,extremelyLow
Usage,30,2024-10-07,2024-10-07T01:00:01Z,2024-10-07T01:30:00Z,2024-10-07T11:30:00+10:00,billable,0,1.44529,controlledLoad,E2,0,82.36,-5.64626,none,,extremelyLow
Usage,30,2024-10-07,2024-10-07T01:30:01Z,2024-10-07T02:00:00Z,2024-10-07T12:00:00+10:00,billable,0,1.56769,controlledLoad,E2,0,82.528,-5.52951,none,,extremelyLow
Usage,30,2024-10-07,2024-10-07T02:00:01Z,2024-10-07T02:30:00Z,2024-10-07T12:30:00+10:00,billable,0,1.65355,controlledLoad,E2,0,83.159,-5.44762,none,,extremelyLow
Usage,30,2024-10-07,2024-10-07T02:30:01Z,2024-10-07T03:00:00Z,2024-10-07T13:00:00+10:00,billable,0,1.96469,controlledLoad,E2,0,82.045,-5.15085,none,,extremelyLow
Usage,30,2024-10-07,2024-10-07T03:00:01Z,2024-10-07T03:30:00Z,2024-10-07T13:30:00+10:00,billable,0,2.35322,controlledLoad,E2,0,85.978,-4.78026,none,,extremelyLow
Usage,30,2024-10-07,2024-10-07T03:30:01Z,2024-10-07T04:00:00Z,2024-10-07T14:00:00+10:00,billable,0,2.36205,controlledLoad,E2,0,85.672,-4.77184,none,,extremelyLow
Usage,30,2024-10-07,2024-10-07T04:00:01Z,2024-10-07T04:30:00Z,2024-10-07T14:30:00+10:00,billable,0,2.23187,controlledLoad,E2,0,84.59100000000001,-4.89601,none,,extremelyLow
Usage,30,2024-10-07,2024-10-07T04:30:01Z,2024-10-07T05:00:00Z,2024-10-07T15:00:00+10:00,billable,0,3.10613,controlledLoad,E2,0,84.794,-4.06212,none,,extremelyLow
Usage,30,2024-10-07,2024-10-07T05:00:01Z,2024-10-07T05:30:00Z,2024-10-07T15:30:00+10:00,billable,0,4.36378,controlledLoad,E2,0,82.562,-2.86256,none,,extremelyLow
Usage,30,2024-10-07,2024-10-07T05:30:01Z,2024-10-07T06:00:00Z,2024-10-07T16:00:00+10:00,billable,0,10.20808,controlledLoad,E2,0,78.716,2.71183,none,,veryLow
Usage,30,2024-10-07,2024-10-07T06:00:01Z,2024-10-07T06:30:00Z,2024-10-07T16:30:00+10:00,billable,0,5.3694,controlledLoad,E2,0,67.482,-1.90338,none,,extremelyLow
Usage,30,2024-10-07,2024-10-07T06:30:01Z,2024-10-07T07:00:00Z,2024-10-07T17:00:00+10:00,billable,0,9.35903,controlledLoad,E2,0,52.579,1.902,none,,veryLow
Usage,30,2024-10-07,2024-10-07T07:00:01Z,2024-10-07T07:30:00Z,2024-10-07T17:30:00+10:00,billable,0,14.93726,controlledLoad,E2,0,34.105000000000004,7.2226,none,,veryLow
Usage,30,2024-10-07,2024-10-07T07:30:01Z,2024-10-07T08:00:00Z,2024-10-07T18:00:00+10:00,billable,0,15.35753,controlledLoad,E2,0,22.689999999999998,7.62346,none,,veryLow
Usage,30,2024-10-07,2024-10-07T08:00:01Z,2024-10-07T08:30:00Z,2024-10-07T18:30:00+10:00,billable,0,19.05244,controlledLoad,E2,0,16.928,11.14773,none,,veryLow
Usage,30,2024-10-07,2024-10-07T08:30:01Z,2024-10-07T09:00:00Z,2024-10-07T19:00:00+10:00,billable,0,19.07843,controlledLoad,E2,0,14.959,11.17252,none,,veryLow
Usage,30,2024-10-07,2024-10-07T09:00:01Z,2024-10-07T09:30:00Z,2024-10-07T19:30:00+10:00,billable,0,17.64443,controlledLoad,E2,0,13.406,9.80475,none,,veryLow
Usage,30,2024-10-07,2024-10-07T09:30:01Z,2024-10-07T10:00:00Z,2024-10-07T20:00:00+10:00,billable,0,18.02626,controlledLoad,E2,0,12.872,10.16894,none,,veryLow
Usage,30,2024-10-07,2024-10-07T10:00:01Z,2024-10-07T10:30:00Z,2024-10-07T20:30:00+10:00,billable,0,17.27242,controlledLoad,E2,0,11.761000000000001,9.44992,none,,veryLow
Usage,30,2024-10-07,2024-10-07T10:30:01Z,2024-10-07T11:00:00Z,2024-10-07T21:00:00+10:00,billable,0,17.20195,controlledLoad,E2,0,10.068000000000001,9.3827,none,,veryLow
Usage,30,2024-10-07,2024-10-07T11:00:01Z,2024-10-07T11:30:00Z,2024-10-07T21:30:00+10:00,billable,0,17.04004,controlledLoad,E2,0,8.944,9.22827,none,,veryLow
Usage,30,2024-10-07,2024-10-07T11:30:01Z,2024-10-07T12:00:00Z,2024-10-07T22:00:00+10:00,billable,0,16.53074,controlledLoad,E2,0,8.221,8.74249,none,,veryLow
Usage,30,2024-10-07,2024-10-07T12:00:01Z,2024-10-07T12:30:00Z,2024-10-07T22:30:00+10:00,billable,0,15.77165,controlledLoad,E2,0,7.881,8.01846,none,,veryLow
Usage,30,2024-10-07,2024-10-07T12:30:01Z,2024-10-07T13:00:00Z,2024-10-07T23:00:00+10:00,billable,0,16.09341,controlledLoad,E2,0,7.442,8.32536,none,,veryLow
Usage,30,2024-10-07,2024-10-07T13:00:01Z,2024-10-07T13:30:00Z,2024-10-07T23:30:00+10:00,billable,0,21.42281,controlledLoad,E2,0,6.832000000000001,13.40863,none,,low
Usage,30,2024-10-07,2024-10-07T13:30:01Z,2024-10-07T14:00:00Z,2024-10-08T00:00:00+10:00,billable,0,19.30393,controlledLoad,E2,0,6.042,11.3876,none,,veryLow
Usage,30,2024-10-07,2024-10-06T14:00:01Z,2024-10-06T14:30:00Z,2024-10-07T00:30:00+10:00,billable,0.18,22.25393,general,E1,4.0057,21.394,5.49984,none,"{'period': 'offPeak', 'season': 'default', 'demandWindow': False}",veryLow
Usage,30,2024-10-07,2024-10-06T14:30:01Z,2024-10-06T15:00:00Z,2024-10-07T01:00:00+10:00,billable,0.131,23.42563,general,E1,3.0688,20.681,6.61743,none,"{'period': 'offPeak', 'season': 'default', 'demandWindow': False}",veryLow
Usage,30,2024-10-07,2024-10-06T15:00:01Z,2024-10-06T15:30:00Z,2024-10-07T01:30:00+10:00,billable,0.063,23.41821,general,E1,1.4753,20.244999999999997,6.61035,none,"{'period': 'offPeak', 'season': 'default', 'demandWindow': False}",veryLow
Usage,30,2024-10-07,2024-10-06T15:30:01Z,2024-10-06T16:00:00Z,2024-10-07T02:00:00+10:00,billable,0.068,23.84613,general,E1,1.6215,20.016000000000002,7.01851,none,"{'period': 'offPeak', 'season': 'default', 'demandWindow': False}",veryLow
Usage,30,2024-10-07,2024-10-06T16:00:01Z,2024-10-06T16:30:00Z,2024-10-07T02:30:00+10:00,billable,0.071,24.7829,general,E1,1.7596,20.077,7.91201,none,"{'period': 'offPeak', 'season': 'default', 'demandWindow': False}",veryLow
Usage,30,2024-10-07,2024-10-06T16:30:01Z,2024-10-06T17:00:00Z,2024-10-07T03:00:00+10:00,billable,0.071,24.32902,general,E1,1.7274,19.814,7.47909,none,"{'period': 'offPeak', 'season': 'default', 'demandWindow': False}",veryLow
Usage,30,2024-10-07,2024-10-06T17:00:01Z,2024-10-06T17:30:00Z,2024-10-07T03:30:00+10:00,billable,0.063,25.03154,general,E1,1.577,18.547,8.14917,none,"{'period': 'offPeak', 'season': 'default', 'demandWindow': False}",veryLow
Usage,30,2024-10-07,2024-10-06T17:30:01Z,2024-10-06T18:00:00Z,2024-10-07T04:00:00+10:00,billable,0.065,24.96293,general,E1,1.6226,18.372,8.08373,none,"{'period': 'offPeak', 'season': 'default', 'demandWindow': False}",veryLow
Usage,30,2024-10-07,2024-10-06T18:00:01Z,2024-10-06T18:30:00Z,2024-10-07T04:30:00+10:00,billable,0.07,23.2814,general,E1,1.6297,19.402,6.47986,none,"{'period': 'offPeak', 'season': 'default', 'demandWindow': False}",veryLow
Usage,30,2024-10-07,2024-10-06T18:30:01Z,2024-10-06T19:00:00Z,2024-10-07T05:00:00+10:00,billable,0.07,23.31069,general,E1,1.6317,20.892,6.50779,none,"{'period': 'offPeak', 'season': 'default', 'demandWindow': False}",veryLow
Usage,30,2024-10-07,2024-10-06T19:00:01Z,2024-10-06T19:30:00Z,2024-10-07T05:30:00+10:00,billable,0.067,23.34884,general,E1,1.5644,22.477,6.54418,none,"{'period': 'offPeak', 'season': 'default', 'demandWindow': False}",veryLow
Usage,30,2024-10-07,2024-10-06T19:30:01Z,2024-10-06T20:00:00Z,2024-10-07T06:00:00+10:00,billable,0.063,22.92879,general,E1,1.4445,26.417,6.14353,none,"{'period': 'offPeak', 'season': 'default', 'demandWindow': False}",veryLow
Usage,30,2024-10-07,2024-10-06T20:00:01Z,2024-10-06T20:30:00Z,2024-10-07T06:30:00+10:00,billable,0.068,20.29457,general,E1,1.38,40.044999999999995,3.63097,none,"{'period': 'offPeak', 'season': 'default', 'demandWindow': False}",veryLow
Usage,30,2024-10-07,2024-10-06T20:30:01Z,2024-10-06T21:00:00Z,2024-10-07T07:00:00+10:00,billable,0.07,14.4712,general,E1,1.013,60.912,-1.92346,none,"{'period': 'offPeak', 'season': 'default', 'demandWindow': False}",extremelyLow
Usage,30,2024-10-07,2024-10-06T21:00:01Z,2024-10-06T21:30:00Z,2024-10-07T07:30:00+10:00,billable,0.07,12.23089,general,E1,0.8562,75.41799999999999,-4.0603,none,"{'period': 'offPeak', 'season': 'default', 'demandWindow': False}",extremelyLow
Usage,30,2024-10-07,2024-10-06T21:30:01Z,2024-10-06T22:00:00Z,2024-10-07T08:00:00+10:00,billable,0.063,12.4521,general,E1,0.7845,82.15599999999999,-3.84931,none,"{'period': 'offPeak', 'season': 'default', 'demandWindow': False}",extremelyLow
Usage,30,2024-10-07,2024-10-06T22:00:01Z,2024-10-06T22:30:00Z,2024-10-07T08:30:00+10:00,billable,0.065,11.85157,general,E1,0.7704,85.22999999999999,-4.4221,none,"{'period': 'offPeak', 'season': 'default', 'demandWindow': False}",extremelyLow
Usage,30,2024-10-07,2024-10-06T22:30:01Z,2024-10-06T23:00:00Z,2024-10-07T09:00:00+10:00,billable,0.071,11.53937,general,E1,0.8193,84.709,-4.71988,none,"{'period': 'offPeak', 'season': 'default', 'demandWindow': False}",extremelyLow
Usage,30,2024-10-07,2024-10-06T23:00:01Z,2024-10-06T23:30:00Z,2024-10-07T09:30:00+10:00,billable,0.071,11.15841,general,E1,0.7922,82.61,-5.08325,none,"{'period': 'offPeak', 'season': 'default', 'demandWindow': False}",extremelyLow
Usage,30,2024-10-07,2024-10-06T23:30:01Z,2024-10-07T00:00:00Z,2024-10-07T10:00:00+10:00,billable,0.071,10.67825,general,E1,0.7582,82.833,-5.54123,none,"{'period': 'offPeak', 'season': 'default', 'demandWindow': False}",extremelyLow
Usage,30,2024-10-07,2024-10-07T00:00:01Z,2024-10-07T00:30:00Z,2024-10-07T10:30:00+10:00,billable,0.074,10.72904,general,E1,0.7939,81.575,-5.49279,none,"{'period': 'offPeak', 'season': 'default', 'demandWindow': False}",extremelyLow
