type,duration,date,startTime,endTime,nemTime,quality,kwh,perKwh,channelType,channelIdentifier,cost,renewables,spotPerKwh,spikeStatus,tariffInformation,descriptor
Usage,30,2024-11-17,2024-11-16T21:30:01Z,2024-11-16T22:00:00Z,2024-11-17T08:00:00+10:00,billable,0.131,17.26996,general,E1,2.2624,69.51899999999999,0.74605,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",veryLow
Usage,30,2024-11-17,2024-11-16T22:00:01Z,2024-11-16T22:30:00Z,2024-11-17T08:30:00+10:00,billable,0.125,14.89777,general,E1,1.8622,74.41,-1.51659,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",extremelyLow
Usage,30,2024-11-17,2024-11-16T22:30:01Z,2024-11-16T23:00:00Z,2024-11-17T09:00:00+10:00,billable,0.615,13.09279,general,E1,8.0521,75.58200000000001,-3.23821,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",extremelyLow
Usage,30,2024-11-17,2024-11-16T23:00:01Z,2024-11-16T23:30:00Z,2024-11-17T09:30:00+10:00,billable,0.637,12.18391,general,E1,7.7612,72.956,-4.10511,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",extremelyLow
Usage,30,2024-11-17,2024-11-16T23:30:01Z,2024-11-17T00:00:00Z,2024-11-17T10:00:00+10:00,billable,0.459,12.83257,general,E1,5.8901,72.774,-3.48641,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",extremelyLow
Usage,30,2024-11-17,2024-11-17T00:00:01Z,2024-11-17T00:30:00Z,2024-11-17T10:30:00+10:00,billable,0.225,12.69296,general,E1,2.8559,70.394,-3.61957,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",extremelyLow
Usage,30,2024-11-17,2024-11-17T00:30:01Z,2024-11-17T01:00:00Z,2024-11-17T11:00:00+10:00,billable,0.599,12.22748,general,E1,7.3243,70.799,-4.06355,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",extremelyLow
Usage,30,2024-11-17,2024-11-17T01:00:01Z,2024-11-17T01:30:00Z,2024-11-17T11:30:00+10:00,billable,0.59,12.25816,general,E1,7.2323,76.142,-4.03429,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",extremelyLow
Usage,30,2024-11-17,2024-11-17T01:30:01Z,2024-11-17T02:00:00Z,2024-11-17T12:00:00+10:00,billable,0.134,12.26647,general,E1,1.6437,73.802,-4.02636,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",extremelyLow
Usage,30,2024-11-17,2024-11-17T02:00:01Z,2024-11-17T02:30:00Z,2024-11-17T12:30:00+10:00,billable,0.097,12.13695,general,E1,1.1773,71.592,-4.1499,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",extremelyLow
Usage,30,2024-11-17,2024-11-17T02:30:01Z,2024-11-17T03:00:00Z,2024-11-17T13:00:00+10:00,billable,0.095,12.08322,general,E1,1.1479,67.872,-4.20115,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",extremelyLow
Usage,30,2024-11-17,2024-11-17T03:00:01Z,2024-11-17T03:30:00Z,2024-11-17T13:30:00+10:00,billable,0.111,12.04005,general,E1,1.3364,62.846000000000004,-4.24233,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",extremelyLow
Usage,30,2024-11-17,2024-11-17T03:30:01Z,2024-11-17T04:00:00Z,2024-11-17T14:00:00+10:00,billable,0.286,12.47539,general,E1,3.568,57.315000000000005,-3.82709,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",extremelyLow
Usage,30,2024-11-17,2024-11-17T04:00:01Z,2024-11-17T04:30:00Z,2024-11-17T14:30:00+10:00,billable,0.112,12.36013,general,E1,1.3843,54.571000000000005,-3.93703,none,"{'period': 'peak', 'season': 'summer', 'demandWindow': True}",extremelyLow
Usage,30,2024-11-17,2024-11-17T04:30:01Z,2024-11-17T05:00:00Z,2024-11-17T15:00:00+10:00,billable,0.55,12.20747,general,E1,6.7141,55.395,-4.08264,none,"{'period': 'peak', 'season': 'summer', 'demandWindow': True}",extremelyLow
Usage,30,2024-11-17,2024-11-17T05:00:01Z,2024-11-17T05:30:00Z,2024-11-17T15:30:00+10:00,billable,0.094,12.4451,general,E1,1.1698,51.388999999999996,-3.85598,none,"{'period': 'peak', 'season': 'summer', 'demandWindow': True}",extremelyLow
Usage,30,2024-11-17,2024-11-17T05:30:01Z,2024-11-17T06:00:00Z,2024-11-17T16:00:00+10:00,billable,0.336,30.93304,general,E1,10.3935,43.294,13.77812,none,"{'period': 'peak', 'season': 'summer', 'demandWindow': True}",veryLow
Usage,30,2024-11-17,2024-11-17T06:00:01Z,2024-11-17T06:30:00Z,2024-11-17T16:30:00+10:00,billable,0.35,25.38424,general,E1,8.8845,33.596,8.48558,none,"{'period': 'peak', 'season': 'summer', 'demandWindow': True}",veryLow
Usage,30,2024-11-17,2024-11-17T06:30:01Z,2024-11-17T07:00:00Z,2024-11-17T17:00:00+10:00,billable,0.125,30.1656,general,E1,3.7707,22.737,13.04612,none,"{'period': 'peak', 'season': 'summer', 'demandWindow': True}",veryLow
Usage,30,2024-11-17,2024-11-17T07:00:01Z,2024-11-17T07:30:00Z,2024-11-17T17:30:00+10:00,billable,0.177,36.29271,general,E1,6.4238,17.253,18.89026,none,"{'period': 'peak', 'season': 'summer', 'demandWindow': True}",low
Usage,30,2024-11-17,2024-11-17T07:30:01Z,2024-11-17T08:00:00Z,2024-11-17T18:00:00+10:00,billable,0.302,41.23797,general,E1,12.4539,13.073,23.60713,none,"{'period': 'peak', 'season': 'summer', 'demandWindow': True}",low
Usage,30,2024-11-17,2024-11-17T08:00:01Z,2024-11-17T08:30:00Z,2024-11-17T18:30:00+10:00,billable,0.208,42.95156,general,E1,8.9339,13.44,25.24158,none,"{'period': 'peak', 'season': 'summer', 'demandWindow': True}",neutral
Usage,30,2024-11-17,2024-11-17T08:30:01Z,2024-11-17T09:00:00Z,2024-11-17T19:00:00+10:00,billable,0.194,36.79771,general,E1,7.1388,9.229,19.37193,none,"{'period': 'peak', 'season': 'summer', 'demandWindow': True}",low
Usage,30,2024-11-17,2024-11-17T09:00:01Z,2024-11-17T09:30:00Z,2024-11-17T19:30:00+10:00,billable,0.164,33.05039,general,E1,5.4203,7.637,15.79768,none,"{'period': 'peak', 'season': 'summer', 'demandWindow': True}",low
Usage,30,2024-11-17,2024-11-17T09:30:01Z,2024-11-17T10:00:00Z,2024-11-17T20:00:00+10:00,billable,0.169,29.75124,general,E1,5.028,10.783,12.6509,none,"{'period': 'peak', 'season': 'summer', 'demandWindow': True}",veryLow
Usage,30,2024-11-17,2024-11-17T10:00:01Z,2024-11-17T10:30:00Z,2024-11-17T20:30:00+10:00,billable,0.143,29.31407,general,E1,4.1919,17.166999999999998,12.23392,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",veryLow
Usage,30,2024-11-17,2024-11-17T10:30:01Z,2024-11-17T11:00:00Z,2024-11-17T21:00:00+10:00,billable,0.161,29.83754,general,E1,4.8038,19.179,12.73321,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",veryLow
Usage,30,2024-11-17,2024-11-17T11:00:01Z,2024-11-17T11:30:00Z,2024-11-17T21:30:00+10:00,billable,0.155,27.69271,general,E1,4.2924,20.807000000000002,10.68744,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",veryLow
Usage,30,2024-11-17,2024-11-17T11:30:01Z,2024-11-17T12:00:00Z,2024-11-17T22:00:00+10:00,billable,0.213,26.03546,general,E1,5.5456,21.047,9.10672,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",veryLow
Usage,30,2024-11-17,2024-11-17T12:00:01Z,2024-11-17T12:30:00Z,2024-11-17T22:30:00+10:00,billable,0.169,28.20034,general,E1,4.7659,20.044,11.17162,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",veryLow
Usage,30,2024-11-17,2024-11-17T12:30:01Z,2024-11-17T13:00:00Z,2024-11-17T23:00:00+10:00,billable,0.162,30.61743,general,E1,4.96,22.008,13.47708,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",veryLow
Usage,30,2024-11-17,2024-11-17T13:00:01Z,2024-11-17T13:30:00Z,2024-11-17T23:30:00+10:00,billable,0.164,30.45743,general,E1,4.995,21.102,13.32447,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",veryLow
Usage,30,2024-11-17,2024-11-17T13:30:01Z,2024-11-17T14:00:00Z,2024-11-18T00:00:00+10:00,billable,0.156,31.43481,general,E1,4.9038,16.846,14.25671,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",veryLow
Usage,30,2024-11-18,2024-11-17T14:00:01Z,2024-11-17T14:30:00Z,2024-11-18T00:30:00+10:00,billable,0.131,28.55161,general,E1,3.7403,16.148,11.50667,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",veryLow
Usage,30,2024-11-18,2024-11-17T14:30:01Z,2024-11-17T15:00:00Z,2024-11-18T01:00:00+10:00,billable,0.136,27.88171,general,E1,3.7919,15.57,10.86771,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",veryLow
Usage,30,2024-11-18,2024-11-17T15:00:01Z,2024-11-17T15:30:00Z,2024-11-18T01:30:00+10:00,billable,0.133,26.64464,general,E1,3.5437,15.509,9.68777,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",veryLow
Usage,30,2024-11-18,2024-11-17T15:30:01Z,2024-11-17T16:00:00Z,2024-11-18T02:00:00+10:00,billable,0.133,26.91849,general,E1,3.5802,16.369,9.94897,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",veryLow
Usage,30,2024-11-18,2024-11-17T16:00:01Z,2024-11-17T16:30:00Z,2024-11-18T02:30:00+10:00,billable,0.118,26.53499,general,E1,3.1311,17.351,9.58318,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",veryLow
Usage,30,2024-11-18,2024-11-17T16:30:01Z,2024-11-17T17:00:00Z,2024-11-18T03:00:00+10:00,billable,0.121,26.60737,general,E1,3.2195,17.586,9.65222,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",veryLow
Usage,30,2024-11-18,2024-11-17T17:00:01Z,2024-11-17T17:30:00Z,2024-11-18T03:30:00+10:00,billable,0.115,26.47622,general,E1,3.0448,17.826,9.52713,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",veryLow
Usage,30,2024-11-18,2024-11-17T17:30:01Z,2024-11-17T18:00:00Z,2024-11-18T04:00:00+10:00,billable,0.095,26.67038,general,E1,2.5337,16.621,9.71232,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",veryLow
Usage,30,2024-11-18,2024-11-17T18:00:01Z,2024-11-17T18:30:00Z,2024-11-18T04:30:00+10:00,billable,0.085,26.60857,general,E1,2.2617,15.568000000000001,9.65337,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",veryLow
Usage,30,2024-11-18,2024-11-17T18:30:01Z,2024-11-17T19:00:00Z,2024-11-18T05:00:00+10:00,billable,0.091,28.27264,general,E1,2.5728,15.201,11.24058,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",veryLow
Usage,30,2024-11-18,2024-11-17T19:00:01Z,2024-11-17T19:30:00Z,2024-11-18T05:30:00+10:00,billable,0.098,27.97324,general,E1,2.7414,15.268999999999998,10.95501,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",veryLow
Usage,30,2024-11-18,2024-11-17T19:30:01Z,2024-11-17T20:00:00Z,2024-11-18T06:00:00+10:00,billable,0.198,26.38934,general,E1,5.2251,19.336000000000002,9.44426,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",veryLow
Usage,30,2024-11-18,2024-11-17T20:00:01Z,2024-11-17T20:30:00Z,2024-11-18T06:30:00+10:00,billable,0.153,25.33793,general,E1,3.8767,29.459999999999997,8.44141,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",veryLow
Usage,30,2024-11-18,2024-11-17T20:30:01Z,2024-11-17T21:00:00Z,2024-11-18T07:00:00+10:00,billable,0.271,25.02193,general,E1,6.7809,39.171,8.14,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",veryLow
Usage,30,2024-11-18,2024-11-17T21:00:01Z,2024-11-17T21:30:00Z,2024-11-18T07:30:00+10:00,billable,0.235,25.26369,general,E1,5.937,44.29,8.3706,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",veryLow
Usage,30,2024-11-18,2024-11-17T21:30:01Z,2024-11-17T22:00:00Z,2024-11-18T08:00:00+10:00,billable,0.211,23.7536,general,E1,5.012,50.105,6.93025,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",veryLow
Usage,30,2024-11-18,2024-11-17T22:00:01Z,2024-11-17T22:30:00Z,2024-11-18T08:30:00+10:00,billable,0.15,23.71858,general,E1,3.5578,56.949000000000005,6.89685,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",veryLow
Usage,30,2024-11-18,2024-11-17T22:30:01Z,2024-11-17T23:00:00Z,2024-11-18T09:00:00+10:00,billable,0.103,22.30535,general,E1,2.2975,61.568,5.54888,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",veryLow
Usage,30,2024-11-18,2024-11-17T23:00:01Z,2024-11-17T23:30:00Z,2024-11-18T09:30:00+10:00,billable,0.221,20.11464,general,E1,4.4453,67.821,3.45935,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",veryLow
Usage,30,2024-11-18,2024-11-17T23:30:01Z,2024-11-18T00:00:00Z,2024-11-18T10:00:00+10:00,billable,0.364,13.94567,general,E1,5.0762,70.613,-2.42472,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",extremelyLow
Usage,30,2024-11-18,2024-11-18T00:00:01Z,2024-11-18T00:30:00Z,2024-11-18T10:30:00+10:00,billable,0.133,12.6152,general,E1,1.6778,72.369,-3.69374,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",extremelyLow
Usage,30,2024-11-18,2024-11-18T00:30:01Z,2024-11-18T01:00:00Z,2024-11-18T11:00:00+10:00,billable,0.397,12.54551,general,E1,4.9806,73.093,-3.76021,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",extremelyLow
Usage,30,2024-11-18,2024-11-18T01:00:01Z,2024-11-18T01:30:00Z,2024-11-18T11:30:00+10:00,billable,0.265,12.63774,general,E1,3.349,74.452,-3.67224,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",extremelyLow
Usage,30,2024-11-18,2024-11-18T01:30:01Z,2024-11-18T02:00:00Z,2024-11-18T12:00:00+10:00,billable,0.437,12.97139,general,E1,5.6685,78.716,-3.354,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",extremelyLow
Usage,30,2024-11-18,2024-11-18T02:00:01Z,2024-11-18T02:30:00Z,2024-11-18T12:30:00+10:00,billable,0.102,13.04898,general,E1,1.331,81.475,-3.27999,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",extremelyLow
Usage,30,2024-11-18,2024-11-18T02:30:01Z,2024-11-18T03:00:00Z,2024-11-18T13:00:00+10:00,billable,0.245,14.85819,general,E1,3.6403,82.53,-1.55434,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",extremelyLow
Usage,30,2024-11-18,2024-11-18T03:00:01Z,2024-11-18T03:30:00Z,2024-11-18T13:30:00+10:00,billable,0.119,17.70221,general,E1,2.1066,82.774,1.15833,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",veryLow
Usage,30,2024-11-18,2024-11-18T03:30:01Z,2024-11-18T04:00:00Z,2024-11-18T14:00:00+10:00,billable,0.131,21.99048,general,E1,2.8808,83.387,5.24856,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",veryLow
Usage,30,2024-11-18,2024-11-18T04:00:01Z,2024-11-18T04:30:00Z,2024-11-18T14:30:00+10:00,billable,0.14,19.75271,general,E1,2.7654,77.441,3.11413,none,"{'period': 'peak', 'season': 'summer', 'demandWindow': True}",veryLow
Usage,30,2024-11-18,2024-11-18T04:30:01Z,2024-11-18T05:00:00Z,2024-11-18T15:00:00+10:00,billable,0.464,22.45151,general,E1,10.4175,70.878,5.68829,none,"{'period': 'peak', 'season': 'summer', 'demandWindow': True}",veryLow
Usage,30,2024-11-18,2024-11-18T05:00:01Z,2024-11-18T05:30:00Z,2024-11-18T15:30:00+10:00,billable,0.127,23.72942,general,E1,3.0136,64.862,6.90719,none,"{'period': 'peak', 'season': 'summer', 'demandWindow': True}",veryLow
Usage,30,2024-11-18,2024-11-18T05:30:01Z,2024-11-18T06:00:00Z,2024-11-18T16:00:00+10:00,billable,0.184,35.62107,general,E1,6.5543,60.397999999999996,18.24964,none,"{'period': 'peak', 'season': 'summer', 'demandWindow': True}",low
Usage,30,2024-11-18,2024-11-18T06:00:01Z,2024-11-18T06:30:00Z,2024-11-18T16:30:00+10:00,billable,1.017,37.21572,general,E1,37.8484,46.239000000000004,19.77064,none,"{'period': 'peak', 'season': 'summer', 'demandWindow': True}",low
Usage,30,2024-11-18,2024-11-18T06:30:01Z,2024-11-18T07:00:00Z,2024-11-18T17:00:00+10:00,billable,0.287,50.52438,general,E1,14.5005,36.83,32.46466,none,"{'period': 'peak', 'season': 'summer', 'demandWindow': True}",neutral
Usage,30,2024-11-18,2024-11-18T07:00:01Z,2024-11-18T07:30:00Z,2024-11-18T17:30:00+10:00,billable,0.15,50.36433,general,E1,7.5546,26.070999999999998,32.312,none,"{'period': 'peak', 'season': 'summer', 'demandWindow': True}",neutral
Usage,30,2024-11-18,2024-11-18T07:30:01Z,2024-11-18T08:00:00Z,2024-11-18T18:00:00+10:00,billable,0.121,378.08635,general,E1,45.7484,18.658,344.89863,spike,"{'period': 'peak', 'season': 'summer', 'demandWindow': True}",spike
Usage,30,2024-11-18,2024-11-18T08:00:01Z,2024-11-18T08:30:00Z,2024-11-18T18:30:00+10:00,billable,0.124,343.7472,general,E1,42.6247,10.651,312.14539,spike,"{'period': 'peak', 'season': 'summer', 'demandWindow': True}",spike
Usage,30,2024-11-18,2024-11-18T08:30:01Z,2024-11-18T09:00:00Z,2024-11-18T19:00:00+10:00,billable,0.129,166.23435,general,E1,21.4442,5.601,142.83072,none,"{'period': 'peak', 'season': 'summer', 'demandWindow': True}",high
Usage,30,2024-11-18,2024-11-18T09:00:01Z,2024-11-18T09:30:00Z,2024-11-18T19:30:00+10:00,billable,0.155,42.20565,general,E1,6.5419,4.904,24.53012,none,"{'period': 'peak', 'season': 'summer', 'demandWindow': True}",neutral
Usage,30,2024-11-18,2024-11-18T09:30:01Z,2024-11-18T10:00:00Z,2024-11-18T20:00:00+10:00,billable,0.24,47.79059,general,E1,11.4697,5.013999999999999,29.85712,none,"{'period': 'peak', 'season': 'summer', 'demandWindow': True}",neutral
Usage,30,2024-11-18,2024-11-18T10:00:01Z,2024-11-18T10:30:00Z,2024-11-18T20:30:00+10:00,billable,0.167,45.00105,general,E1,7.5152,5.675,27.19641,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",neutral
Usage,30,2024-11-18,2024-11-18T10:30:01Z,2024-11-18T11:00:00Z,2024-11-18T21:00:00+10:00,billable,0.172,41.67842,general,E1,7.1687,5.439,24.02724,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",neutral
Usage,30,2024-11-18,2024-11-18T11:00:01Z,2024-11-18T11:30:00Z,2024-11-18T21:30:00+10:00,billable,0.169,44.98712,general,E1,7.6028,5.822,27.18313,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",neutral
Usage,30,2024-11-18,2024-11-18T11:30:01Z,2024-11-18T12:00:00Z,2024-11-18T22:00:00+10:00,billable,0.159,48.65615,general,E1,7.7363,4.721,30.68271,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",neutral
Usage,30,2024-11-18,2024-11-18T12:00:01Z,2024-11-18T12:30:00Z,2024-11-18T22:30:00+10:00,billable,0.155,44.43697,general,E1,6.8877,4.211,26.65839,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",neutral
Usage,30,2024-11-18,2024-11-18T12:30:01Z,2024-11-18T13:00:00Z,2024-11-18T23:00:00+10:00,billable,0.152,42.40107,general,E1,6.445,4.227,24.71651,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",neutral
Usage,30,2024-11-18,2024-11-18T13:00:01Z,2024-11-18T13:30:00Z,2024-11-18T23:30:00+10:00,billable,0.152,46.54547,general,E1,7.0749,4.639,28.66951,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",neutral
Usage,30,2024-11-18,2024-11-18T13:30:01Z,2024-11-18T14:00:00Z,2024-11-19T00:00:00+10:00,billable,0.161,50.41795,general,E1,8.1173,4.579,32.36314,none,"{'period': 'offPeak', 'season': 'summer', 'demandWindow': False}",neutral
Usage,30,2024-11-11,2024-11-10T14:00:01Z,2024-11-10T14:30:00Z,2024-11-11T00:30:00+10:00,billable,0,16.25975,controlledLoad,E2,0,22.526,8.48402,none,,veryLow
Usage,30,2024-11-11,2024-11-10T14:30:01Z,2024-11-10T15:00:00Z,2024-11-11T01:00:00+10:00,billable,0,16.19729,controlledLoad,E2,0,22.472,8.42444,none,,veryLow
Usage,30,2024-11-11,2024-11-10T15:00:01Z,2024-11-10T15:30:00Z,2024-11-11T01:30:00+10:00,billable,0,16.23173,controlledLoad,E2,0,23.317,8.45729,none,,veryLow
Usage,30,2024-11-11,2024-11-10T15:30:01Z,2024-11-10T16:00:00Z,2024-11-11T02:00:00+10:00,billable,0,16.06977,controlledLoad,E2,0,21.948,8.30281,none,,veryLow
Usage,30,2024-11-11,2024-11-10T16:00:01Z,2024-11-10T16:30:00Z,2024-11-11T02:30:00+10:00,billable,0,16.30541,controlledLoad,E2,0,20.889,8.52757,none,,veryLow
Usage,30,2024-11-11,2024-11-10T16:30:01Z,2024-11-10T17:00:00Z,2024-11-11T03:00:00+10:00,billable,0,16.45562,controlledLoad,E2,0,19.607,8.67084,none,,veryLow
Usage,30,2024-11-11,2024-11-10T17:00:01Z,2024-11-10T17:30:00Z,2024-11-11T03:30:00+10:00,billable,0,16.77058,controlledLoad,E2,0,17.987000000000002,8.97125,none,,veryLow
Usage,30,2024-11-11,2024-11-10T17:30:01Z,2024-11-10T18:00:00Z,2024-11-11T04:00:00+10:00,billable,0,16.7816,controlledLoad,E2,0,17.660999999999998,8.98176,none,,veryLow
Usage,30,2024-11-11,2024-11-10T18:00:01Z,2024-11-10T18:30:00Z,2024-11-11T04:30:00+10:00,billable,0,18.37529,controlledLoad,E2,0,16.024,10.50185,none,,veryLow
Usage,30,2024-11-11,2024-11-10T18:30:01Z,2024-11-10T19:00:00Z,2024-11-11T05:00:00+10:00,billable,0,18.82017,controlledLoad,E2,0,13.083,10.92619,none,,veryLow
Usage,30,2024-11-11,2024-11-10T19:00:01Z,2024-11-10T19:30:00Z,2024-11-11T05:30:00+10:00,billable,0,20.67393,controlledLoad,E2,0,13.245999999999999,12.69433,none,,low
Usage,30,2024-11-11,2024-11-10T19:30:01Z,2024-11-10T20:00:00Z,2024-11-11T06:00:00+10:00,billable,0,19.8366,controlledLoad,E2,0,17.799,11.89567,none,,veryLow
Usage,30,2024-11-11,2024-11-10T20:00:01Z,2024-11-10T20:30:00Z,2024-11-11T06:30:00+10:00,billable,0,17.23015,controlledLoad,E2,0,24.122,9.4096,none,,veryLow
Usage,30,2024-11-11,2024-11-10T20:30:01Z,2024-11-10T21:00:00Z,2024-11-11T07:00:00+10:00,billable,0,16.64017,controlledLoad,E2,0,26.801000000000002,8.84687,none,,veryLow
Usage,30,2024-11-11,2024-11-10T21:00:01Z,2024-11-10T21:30:00Z,2024-11-11T07:30:00+10:00,billable,0,17.33509,controlledLoad,E2,0,30.125999999999998,9.50969,none,,veryLow
Usage,30,2024-11-11,2024-11-10T21:30:01Z,2024-11-10T22:00:00Z,2024-11-11T08:00:00+10:00,billable,0,16.08846,controlledLoad,E2,0,31.724999999999998,8.32064,none,,veryLow
Usage,30,2024-11-11,2024-11-10T22:00:01Z,2024-11-10T22:30:00Z,2024-11-11T08:30:00+10:00,billable,0,15.53456,controlledLoad,E2,0,34.502,7.79232,none,,veryLow
Usage,30,2024-11-11,2024-11-10T22:30:01Z,2024-11-10T23:00:00Z,2024-11-11T09:00:00+10:00,billable,0,16.09126,controlledLoad,E2,0,34.749,8.32331,none,,veryLow
Usage,30,2024-11-11,2024-11-10T23:00:01Z,2024-11-10T23:30:00Z,2024-11-11T09:30:00+10:00,billable,0,15.22537,controlledLoad,E2,0,35.592,7.49741,none,,veryLow
Usage,30,2024-11-11,2024-11-10T23:30:01Z,2024-11-11T00:00:00Z,2024-11-11T10:00:00+10:00,billable,0,15.70946,controlledLoad,E2,0,37.106,7.95914,none,,veryLow
Usage,30,2024-11-11,2024-11-11T00:00:01Z,2024-11-11T00:30:00Z,2024-11-11T10:30:00+10:00,billable,0,15.88793,controlledLoad,E2,0,38.252,8.12937,none,,veryLow
Usage,30,2024-11-11,2024-11-11T00:30:01Z,2024-11-11T01:00:00Z,2024-11-11T11:00:00+10:00,billable,0,17.85516,controlledLoad,E2,0,36.919000000000004,10.00574,none,,veryLow
Usage,30,2024-11-11,2024-11-11T01:00:01Z,2024-11-11T01:30:00Z,2024-11-11T11:30:00+10:00,billable,0,17.57888,controlledLoad,E2,0,34.432,9.74222,none,,veryLow
Usage,30,2024-11-11,2024-11-11T01:30:01Z,2024-11-11T02:00:00Z,2024-11-11T12:00:00+10:00,billable,0,15.29007,controlledLoad,E2,0,34.966,7.55912,none,,veryLow
Usage,30,2024-11-11,2024-11-11T02:00:01Z,2024-11-11T02:30:00Z,2024-11-11T12:30:00+10:00,billable,0,16.74112,controlledLoad,E2,0,34.644000000000005,8.94315,none,,veryLow
Usage,30,2024-11-11,2024-11-11T02:30:01Z,2024-11-11T03:00:00Z,2024-11-11T13:00:00+10:00,billable,0,16.12779,controlledLoad,E2,0,33.85,8.35815,none,,veryLow
Usage,30,2024-11-11,2024-11-11T03:00:01Z,2024-11-11T03:30:00Z,2024-11-11T13:30:00+10:00,billable,0,16.23157,controlledLoad,E2,0,32.165,8.45714,none,,veryLow
Usage,30,2024-11-11,2024-11-11T03:30:01Z,2024-11-11T04:00:00Z,2024-11-11T14:00:00+10:00,billable,0,17.70727,controlledLoad,E2,0,31.054,9.86468,none,,veryLow
Usage,30,2024-11-11,2024-11-11T04:00:01Z,2024-11-11T04:30:00Z,2024-11-11T14:30:00+10:00,billable,0,34.42057,controlledLoad,E2,0,28.451999999999998,25.8061,none,,neutral
Usage,30,2024-11-11,2024-11-11T04:30:01Z,2024-11-11T05:00:00Z,2024-11-11T15:00:00+10:00,billable,0,20.76595,controlledLoad,E2,0,26.415,12.7821,none,,low
Usage,30,2024-11-11,2024-11-11T05:00:01Z,2024-11-11T05:30:00Z,2024-11-11T15:30:00+10:00,billable,0,19.576,controlledLoad,E2,0,25.361,11.64711,none,,veryLow
Usage,30,2024-11-11,2024-11-11T05:30:01Z,2024-11-11T06:00:00Z,2024-11-11T16:00:00+10:00,billable,0,21.87491,controlledLoad,E2,0,23.976,13.83985,none,,low
Usage,30,2024-11-11,2024-11-11T06:00:01Z,2024-11-11T06:30:00Z,2024-11-11T16:30:00+10:00,billable,0,30.00498,controlledLoad,E2,0,20.964,21.59444,none,,low
