Date,Channel Type,Per kWh,Renewables,Descriptor,Spike Status
2024-08-12,general,52.38706,7.4079999999999995,high,none
2024-08-12,general,51.08449,8.164,neutral,none
2024-08-12,general,51.08449,8.847,neutral,none
2024-08-12,general,45.50572,9.307,neutral,none
2024-08-12,general,41.4868,9.633,low,none
2024-08-12,general,36.8426,9.922,low,none
2024-08-12,general,35.78838,10.291,low,none
2024-08-12,general,37.23943,11.018,low,none
2024-08-12,general,33.38541,12.237,low,none
2024-08-12,general,34.96018,12.662,low,none
2024-08-12,general,32.20051,13.297999999999998,low,none
2024-08-12,general,30.15146,13.807,veryLow,none
2024-08-12,general,27.937,14.38,veryLow,none
2024-08-13,general,27.04383,15.059000000000001,veryLow,none
2024-08-13,general,26.55908,14.227,veryLow,none
2024-08-13,general,26.79089,13.87,veryLow,none
2024-08-13,general,29.19724,13.55,veryLow,none
2024-08-13,general,28.61127,13.587,veryLow,none
2024-08-13,general,28.04757,13.333,veryLow,none
2024-08-13,general,28.33223,12.961,veryLow,none
2024-08-13,general,28.63971,12.565000000000001,veryLow,none
2024-08-13,general,26.9484,12.658,veryLow,none
2024-08-13,general,28.24433,11.886,veryLow,none
2024-08-13,general,27.58724,11.498999999999999,veryLow,none
2024-08-13,general,29.23991,10.566,veryLow,none
2024-08-13,general,36.11596,9.232999999999999,low,none
2024-08-13,general,36.75659,8.669,low,none
2024-08-13,general,45.72631,10.18,neutral,none
2024-08-13,general,40.87626,15.773000000000001,low,none
2024-08-13,general,32.70258,23.235,low,none
2024-08-13,general,35.48978,29.326,low,none
2024-08-13,general,41.6952,32.329,neutral,none
2024-08-13,general,42.07922,34.313,neutral,none
2024-08-13,general,37.0113,37.344,low,none
2024-08-13,general,35.7557,37.717,low,none
2024-08-13,general,32.8334,41.673,low,none
2024-08-13,general,36.47991,43.098,low,none
2024-08-13,general,32.89389,44.836,low,none
2024-08-13,general,27.83726,45.214,veryLow,none
2024-08-13,general,30.3253,42.045,veryLow,none
2024-08-13,general,26.70801,41.967,veryLow,none
2024-08-13,general,25.73489,40.286,veryLow,none
2024-08-13,general,26.90591,35.358000000000004,veryLow,none
2024-08-13,general,27.63509,28.947,veryLow,none
2024-08-13,general,25.77809,26.113999999999997,veryLow,none
2024-08-13,general,28.54965,19.735,veryLow,none
2024-08-13,general,37.23215,11.689,low,none
2024-08-13,general,41.58362,6.364,neutral,none
2024-08-13,general,49.31059,5.1049999999999995,neutral,none
2024-08-13,general,46.3375,4.8759999999999994,neutral,none
2024-08-13,general,39.56203,5.0840000000000005,low,none
2024-08-13,general,33.3257,5.177,low,none
2024-08-13,general,35.59478,5.46,low,none
2024-08-13,general,33.12679,5.998,low,none
2024-08-13,general,30.95223,6.758,veryLow,none
2024-08-13,general,30.45341,7.316000000000001,veryLow,none
2024-08-13,general,28.73805,8.017000000000001,veryLow,none
2024-08-13,general,28.90562,8.468,veryLow,none
2024-08-13,general,27.73265,8.642,veryLow,none
2024-08-13,general,28.35419,8.462,veryLow,none
2024-08-13,general,28.28221,8.332,veryLow,none
2024-08-14,general,26.35106,8.51,veryLow,none
2024-08-14,general,27.67786,9.342,veryLow,none
2024-08-14,general,26.91322,9.862,veryLow,none
2024-08-14,general,26.38185,10.619,veryLow,none
2024-08-14,general,26.27352,9.917,veryLow,none
2024-08-14,general,25.99835,10.15,veryLow,none
2024-08-14,general,26.05616,10.103,veryLow,none
2024-08-14,general,25.66314,9.711,veryLow,none
2024-08-14,general,27.01726,8.918,veryLow,none
2024-08-14,general,28.57742,6.9959999999999996,veryLow,none
2024-08-14,general,29.25341,5.779999999999999,veryLow,none
2024-08-14,general,30.3955,4.803,veryLow,none
2024-08-14,general,30.66263,4.288,veryLow,none
2024-08-14,general,34.04689,3.583,low,none
2024-08-14,general,35.36113,3.247,low,none
2024-08-14,general,34.92046,5.941,low,none
2024-08-14,general,33.60909,10.961,low,none
2024-08-14,general,34.01496,15.09,low,none
2024-08-14,general,35.98271,16.897000000000002,low,none
2024-08-14,general,40.82774,17.986,low,none
2024-08-14,general,35.7674,20.573,low,none
2024-08-14,general,28.46624,21.41,veryLow,none
2024-08-14,general,28.92574,22.343,veryLow,none
2024-08-14,general,29.65914,22.508,veryLow,none
2024-08-14,general,29.34148,22.52,veryLow,none
2024-08-14,general,27.25868,24.315,veryLow,none
2024-08-14,general,28.67648,24.436,veryLow,none
2024-08-14,general,27.23711,23.204,veryLow,none
2024-08-14,general,27.18793,21.395,veryLow,none
2024-08-14,general,26.59882,20.266000000000002,veryLow,none
2024-08-14,general,26.23448,19.458000000000002,veryLow,none
2024-08-14,general,28.19412,15.997,veryLow,none
2024-08-14,general,29.68005,13.538,veryLow,none
2024-08-14,general,41.11586,9.714,low,none
2024-08-14,general,44.36057,4.4159999999999995,neutral,none
2024-08-14,general,50.86486,2.078,neutral,none
2024-08-14,general,51.08451,1.918,neutral,none
2024-08-14,general,50.56163,1.5789999999999997,neutral,none
2024-08-14,general,42.21676,1.5879999999999999,neutral,none
2024-08-14,general,36.71986,1.9109999999999998,low,none
2024-08-14,general,36.63449,2.236,low,none
2024-08-14,general,35.2497,2.255,low,none
2024-08-14,general,36.13468,2.0789999999999997,low,none
2024-08-14,general,34.07668,2.022,low,none
2024-08-14,general,35.53997,1.807,low,none
2024-08-14,general,34.62957,1.966,low,none
2024-08-14,general,37.21766,2.366,low,none
2024-08-14,general,33.39414,2.7359999999999998,low,none
2024-08-15,general,32.38518,2.435,low,none
2024-08-15,general,32.88077,1.83,low,none
2024-08-15,general,32.11062,1.5709999999999997,low,none
2024-08-15,general,29.3974,1.606,veryLow,none
2024-08-15,general,29.01525,1.685,veryLow,none
2024-08-15,general,29.5629,1.7590000000000001,veryLow,none
2024-08-15,general,29.57327,1.414,veryLow,none
2024-08-15,general,29.94788,1.27,veryLow,none
2024-08-15,general,32.75824,1.456,low,none
2024-08-15,general,33.28851,1.5810000000000002,low,none
2024-08-15,general,34.43546,1.909,low,none
2024-08-15,general,29.58169,1.7049999999999998,veryLow,none
2024-08-15,general,34.23796,1.5559999999999998,low,none
2024-08-15,general,43.00759,1.7160000000000002,neutral,none
2024-08-15,general,40.78496,4.5440000000000005,low,none
2024-08-15,general,30.9549,11.762,veryLow,none
2024-08-15,general,26.25653,21.021,veryLow,none
2024-08-15,general,26.29282,26.634999999999998,veryLow,none
2024-08-15,general,26.36501,30.745,veryLow,none
2024-08-15,general,26.57617,34.522999999999996,veryLow,none
2024-08-15,general,27.30635,37.68,veryLow,none
2024-08-15,general,26.48975,39.613,veryLow,none
2024-08-15,general,28.18828,40.176,veryLow,none
2024-08-15,general,28.02522,40.159,veryLow,none
2024-08-15,general,46.01468,39.995999999999995,neutral,none
2024-08-15,general,45.13224,40.918,neutral,none
2024-08-15,general,36.39932,40.361999999999995,low,none
2024-08-15,general,26.63483,40.534,veryLow,none
2024-08-15,general,15.3228,40.721000000000004,extremelyLow,none
2024-08-15,general,19.42894,40.410000000000004,veryLow,none
2024-08-15,general,14.99376,37.980000000000004,extremelyLow,none
2024-08-15,general,19.71633,32.402,veryLow,none
2024-08-15,general,29.00865,24.404,veryLow,none
2024-08-15,general,36.41283,13.378,low,none
2024-08-15,general,47.23714,3.8830000000000005,neutral,none
2024-08-15,general,53.39994,2.4699999999999998,high,none
2024-08-15,general,453.94132,1.346,spike,spike
2024-08-15,general,46.64605,1.358,neutral,none
2024-08-15,general,13.09996,2.9170000000000003,extremelyLow,none
2024-08-15,general,36.50593,3.6060000000000003,low,none
2024-08-15,general,31.4242,3.628,veryLow,none
2024-08-15,general,32.26046,4.003,low,none
2024-08-15,general,33.10525,3.7089999999999996,low,none
2024-08-15,general,29.96107,3.5249999999999995,veryLow,none
2024-08-15,general,32.6857,3.6020000000000003,low,none
2024-08-15,general,36.15282,3.579,low,none
2024-08-15,general,37.37539,2.94,low,none
2024-08-15,general,32.97413,2.742,low,none
2024-08-16,general,32.31361,2.85,low,none
2024-08-16,general,32.40417,3.2550000000000003,low,none
2024-08-16,general,31.90222,3.787,low,none
2024-08-16,general,29.33036,4.1290000000000004,veryLow,none
2024-08-16,general,29.56358,3.988,veryLow,none
2024-08-16,general,31.13479,3.9050000000000002,veryLow,none
2024-08-16,general,31.39158,3.787,veryLow,none
2024-08-16,general,31.70773,3.517,low,none
2024-08-16,general,31.18881,2.851,veryLow,none
2024-08-16,general,31.26319,3.4770000000000003,veryLow,none
2024-08-16,general,33.28851,3.237,low,none
2024-08-16,general,30.93009,4.104,veryLow,none
2024-08-16,general,37.09133,3.675,low,none
2024-08-16,general,40.33511,3.295,low,none
2024-08-16,general,35.32741,6.772,low,none
2024-08-16,general,31.27278,12.723,veryLow,none
2024-08-16,general,31.00265,21.321,veryLow,none
2024-08-16,general,26.66998,29.564,veryLow,none
2024-08-16,general,25.85725,37.988,veryLow,none
2024-08-16,general,26.99687,40.581,veryLow,none
2024-08-16,general,25.47243,47.025,veryLow,none
2024-08-16,general,26.32867,48.821999999999996,veryLow,none
2024-08-16,general,28.93148,48.832,veryLow,none
2024-08-16,general,24.01152,50.978,veryLow,none
2024-08-16,general,26.76792,50.991,veryLow,none
2024-08-16,general,25.67739,53.382,veryLow,none
2024-08-16,general,25.8523,53.33,veryLow,none
2024-08-16,general,30.24659,48.931000000000004,veryLow,none
2024-08-16,general,29.93199,46.178999999999995,veryLow,none
2024-08-16,general,27.66702,45.166000000000004,veryLow,none
2024-08-16,general,24.35592,41.003,veryLow,none
2024-08-16,general,25.88599,33.872,veryLow,none
2024-08-16,general,27.18271,27.127000000000002,veryLow,none
2024-08-16,general,31.57085,21.768,low,none
2024-08-16,general,33.49686,16.044,low,none
2024-08-16,general,40.13183,12.605,low,none
2024-08-16,general,39.38537,10.506,low,none
2024-08-16,general,39.82615,9.533999999999999,low,none
2024-08-16,general,38.35865,7.7299999999999995,low,none
2024-08-16,general,42.29558,6.107,neutral,none
2024-08-16,general,36.49322,5.2170000000000005,low,none
2024-08-16,general,32.83362,6.338000000000001,low,none
2024-08-16,general,33.79387,7.291,low,none
2024-08-16,general,32.67148,8.407,low,none
2024-08-16,general,33.39828,9.716,low,none
2024-08-16,general,30.824,11.195,veryLow,none
2024-08-16,general,31.07182,12.793,veryLow,none
2024-08-16,general,30.53533,14.671000000000001,veryLow,none
2024-08-17,general,27.43569,16.468,veryLow,none
2024-08-17,general,26.74127,17.706,veryLow,none
2024-08-17,general,28.14642,18.047,veryLow,none
2024-08-17,general,27.54679,15.403,veryLow,none
2024-08-17,general,26.39166,16.335,veryLow,none
2024-08-17,general,25.99436,18.791,veryLow,none
2024-08-17,general,25.16459,20.766000000000002,veryLow,none
2024-08-17,general,25.49535,20.652,veryLow,none
2024-08-17,general,27.2532,16.827,veryLow,none
2024-08-17,general,28.51094,16.438,veryLow,none
2024-08-17,general,27.75989,15.4,veryLow,none
2024-08-17,general,28.52206,15.481,veryLow,none
2024-08-17,general,29.20483,16.861,veryLow,none
2024-08-17,general,30.55191,17.366999999999997,veryLow,none
2024-08-17,general,26.06929,22.27,veryLow,none
2024-08-17,general,21.23363,34.998000000000005,veryLow,none
2024-08-17,general,19.7111,48.001,veryLow,none
2024-08-17,general,18.50908,54.32900000000001,veryLow,none
2024-08-17,general,15.34554,60.272999999999996,extremelyLow,none
2024-08-17,general,14.01331,64.103,extremelyLow,none
2024-08-17,general,16.47604,72.287,extremelyLow,none
2024-08-17,general,23.60886,73.257,veryLow,none
2024-08-17,general,14.89244,72.74199999999999,extremelyLow,none
2024-08-17,general,12.24014,76.676,extremelyLow,none
2024-08-17,general,15.35418,79.205,extremelyLow,none
2024-08-17,general,15.00783,81.28699999999999,extremelyLow,none
2024-08-17,general,16.84148,78.988,veryLow,none
2024-08-17,general,17.02367,76.762,veryLow,none
2024-08-17,general,15.58428,72.222,extremelyLow,none
2024-08-17,general,12.91983,68.006,extremelyLow,none
2024-08-17,general,15.96308,62.090999999999994,extremelyLow,none
2024-08-17,general,21.2443,51.137,veryLow,none
2024-08-17,general,23.24071,44.029,veryLow,none
2024-08-17,general,30.72029,31.778000000000002,veryLow,none
2024-08-17,general,33.74842,23.93,low,none
2024-08-17,general,34.10228,20.197000000000003,low,none
2024-08-17,general,33.3531,19.761,low,none
2024-08-17,general,30.84762,20.008,veryLow,none
2024-08-17,general,29.82083,19.811,veryLow,none
2024-08-17,general,29.58353,20.352999999999998,veryLow,none
2024-08-17,general,29.67089,20.082,veryLow,none
2024-08-17,general,29.58914,21.041999999999998,veryLow,none
2024-08-17,general,29.55175,21.11,veryLow,none
2024-08-17,general,29.014,20.474,veryLow,none
2024-08-17,general,32.14996,20.000999999999998,low,none
2024-08-17,general,36.85085,19.171,low,none
2024-08-17,general,34.29909,18.104,low,none
2024-08-17,general,29.76693,17.494,veryLow,none
2024-08-10,controlledLoad,21.47397,4.527,low,none
2024-08-10,controlledLoad,24.31106,4.693,low,none
2024-08-10,controlledLoad,27.64868,4.627,low,none
2024-08-10,controlledLoad,25.80371,4.881,low,none
2024-08-10,controlledLoad,25.71345,5.2299999999999995,low,none
2024-08-10,controlledLoad,24.73111,5.2940000000000005,low,none
2024-08-10,controlledLoad,24.73809,5.341,low,none
2024-08-10,controlledLoad,26.22645,5.482,low,none
2024-08-10,controlledLoad,23.12315,5.393,low,none
2024-08-10,controlledLoad,24.41041,5.101,low,none
2024-08-10,controlledLoad,23.07546,5.018000000000001,low,none
2024-08-10,controlledLoad,20.49661,4.639,veryLow,none
2024-08-10,controlledLoad,27.87269,4.279,low,none
2024-08-10,controlledLoad,27.96866,4.611,low,none
2024-08-10,controlledLoad,21.21586,9.012,low,none
2024-08-10,controlledLoad,15.38569,18.992,veryLow,none
2024-08-10,controlledLoad,13.31856,32.029999999999994,veryLow,none
2024-08-10,controlledLoad,13.74558,42.933,veryLow,none
2024-08-10,controlledLoad,15.77059,50.668,veryLow,none
2024-08-10,controlledLoad,16.91889,55.876999999999995,veryLow,none
2024-08-10,controlledLoad,17.69374,58.994,veryLow,none
2024-08-10,controlledLoad,12.73041,63.102999999999994,veryLow,none
2024-08-10,controlledLoad,11.74952,64.62400000000001,veryLow,none
2024-08-10,controlledLoad,8.6516,65.562,veryLow,none
2024-08-10,controlledLoad,9.04824,65.813,veryLow,none
2024-08-10,controlledLoad,11.00758,65.01599999999999,veryLow,none
2024-08-10,controlledLoad,14.19688,62.861999999999995,veryLow,none
2024-08-10,controlledLoad,17.8523,58.157000000000004,veryLow,none
2024-08-10,controlledLoad,17.63798,53.688,veryLow,none
2024-08-10,controlledLoad,20.48347,48.272999999999996,veryLow,none
2024-08-10,controlledLoad,15.93625,44.576,veryLow,none
2024-08-10,controlledLoad,18.62904,39.755,veryLow,none
2024-08-10,controlledLoad,21.22946,26.296999999999997,low,none
2024-08-10,controlledLoad,32.78734,13.300999999999998,neutral,none
2024-08-10,controlledLoad,29.22361,2.817,low,none
2024-08-10,controlledLoad,35.11176,1.5959999999999999,neutral,none
2024-08-10,controlledLoad,34.86709,2.1919999999999997,neutral,none
2024-08-10,controlledLoad,31.97224,2.868,neutral,none
2024-08-10,controlledLoad,28.96704,3.527,low,none
2024-08-10,controlledLoad,30.00206,4.102,low,none
2024-08-10,controlledLoad,30.88991,4.4110000000000005,neutral,none
2024-08-10,controlledLoad,27.70679,5.078,low,none
2024-08-10,controlledLoad,32.3202,5.605,neutral,none
2024-08-10,controlledLoad,25.33083,6.197,low,none
2024-08-10,controlledLoad,27.10505,6.3950000000000005,low,none
2024-08-10,controlledLoad,21.91283,6.665,low,none
2024-08-10,controlledLoad,22.30778,7.269,low,none
2024-08-10,controlledLoad,19.78611,7.765,veryLow,none
2024-08-11,controlledLoad,19.92606,8.398,veryLow,none
2024-08-11,controlledLoad,20.68082,9.017,low,none
2024-08-11,controlledLoad,19.98401,9.754999999999999,veryLow,none
2024-08-11,controlledLoad,18.55743,9.940999999999999,veryLow,none
2024-08-11,controlledLoad,17.59353,9.995999999999999,veryLow,none
2024-08-11,controlledLoad,19.62227,9.383,veryLow,none
2024-08-11,controlledLoad,17.13403,9.675,veryLow,none
2024-08-11,controlledLoad,17.56189,9.84,veryLow,none
2024-08-11,controlledLoad,18.61325,9.791,veryLow,none
2024-08-11,controlledLoad,18.53961,9.524000000000001,veryLow,none
2024-08-11,controlledLoad,19.42428,9.059000000000001,veryLow,none
2024-08-11,controlledLoad,19.57914,8.715,veryLow,none
2024-08-11,controlledLoad,19.11291,8.559,veryLow,none
2024-08-11,controlledLoad,20.35383,8.625,veryLow,none
2024-08-11,controlledLoad,19.45041,12.486,veryLow,none
2024-08-11,controlledLoad,16.36093,22.383,veryLow,none
2024-08-11,controlledLoad,13.15981,34.5,veryLow,none
2024-08-11,controlledLoad,13.60531,43.272,veryLow,none
2024-08-11,controlledLoad,15.31226,47.793,veryLow,none
2024-08-11,controlledLoad,12.5999,52.623,veryLow,none
2024-08-11,controlledLoad,17.36373,56.06100000000001,veryLow,none
2024-08-11,controlledLoad,13.80857,57.737,veryLow,none
2024-08-11,controlledLoad,11.7929,57.849,veryLow,none
2024-08-11,controlledLoad,10.01153,59.358,veryLow,none
2024-08-11,controlledLoad,10.44338,58.669000000000004,veryLow,none
2024-08-11,controlledLoad,11.12005,59.864,veryLow,none
2024-08-11,controlledLoad,13.50419,57.945,veryLow,none
2024-08-11,controlledLoad,14.47237,55.815000000000005,veryLow,none
2024-08-11,controlledLoad,14.68895,54.196,veryLow,none
2024-08-11,controlledLoad,15.99499,47.955,veryLow,none
2024-08-11,controlledLoad,18.38751,41.103,veryLow,none
2024-08-11,controlledLoad,20.80016,30.997000000000003,low,none
2024-08-11,controlledLoad,26.61823,22.808,low,none
2024-08-11,controlledLoad,30.14577,11.572000000000001,low,none
2024-08-11,controlledLoad,35.94625,4.479,neutral,none
2024-08-11,controlledLoad,41.74788,4.135,high,none
2024-08-11,controlledLoad,41.32527,5.356000000000001,high,none
2024-08-11,controlledLoad,37.6134,6.393,neutral,none
2024-08-11,controlledLoad,36.53186,7.79,neutral,none
2024-08-11,controlledLoad,32.49552,8.868,neutral,none
2024-08-11,controlledLoad,36.30706,9.308,neutral,none
2024-08-11,controlledLoad,34.85237,9.533999999999999,neutral,none
2024-08-11,controlledLoad,27.32128,9.94,low,none
2024-08-11,controlledLoad,26.32076,10.115,low,none
2024-08-11,controlledLoad,26.58418,10.715,low,none
2024-08-11,controlledLoad,24.72672,10.599,low,none
2024-08-11,controlledLoad,23.42137,10.662,low,none
2024-08-11,controlledLoad,21.02087,11.076,low,none
2024-08-12,controlledLoad,23.39262,11.076,low,none
2024-08-12,controlledLoad,21.56929,10.818999999999999,low,none
2024-08-12,controlledLoad,18.58295,10.654,veryLow,none
2024-08-12,controlledLoad,18.48659,10.986,veryLow,none
2024-08-12,controlledLoad,19.17877,10.803,veryLow,none
2024-08-12,controlledLoad,19.04,11.261000000000001,veryLow,none
2024-08-12,controlledLoad,19.3796,11.35,veryLow,none
2024-08-12,controlledLoad,19.53851,11.67,veryLow,none
2024-08-12,controlledLoad,19.18112,11.966000000000001,veryLow,none
2024-08-12,controlledLoad,19.98393,12.046999999999999,veryLow,none
2024-08-12,controlledLoad,19.83868,12.369,veryLow,none
2024-08-12,controlledLoad,20.22183,12.009,veryLow,none
2024-08-12,controlledLoad,23.57263,11.558,low,none
2024-08-12,controlledLoad,27.9931,10.911999999999999,low,none
2024-08-12,controlledLoad,38.0553,12.617,neutral,none
2024-08-12,controlledLoad,28.35407,20.186999999999998,low,none
2024-08-12,controlledLoad,20.47504,28.383000000000003,veryLow,none
2024-08-12,controlledLoad,19.22502,32.910000000000004,veryLow,none
2024-08-12,controlledLoad,19.17934,38.333,veryLow,none
2024-08-12,controlledLoad,23.20954,39.17,low,none
2024-08-12,controlledLoad,21.48682,39.528999999999996,low,none
2024-08-12,controlledLoad,28.2543,42.272,low,none
2024-08-12,controlledLoad,24.12831,43.6,low,none
2024-08-12,controlledLoad,22.51694,41.907,low,none
2024-08-12,controlledLoad,21.74568,43.094,low,none
2024-08-12,controlledLoad,18.70442,43.941,veryLow,none
2024-08-12,controlledLoad,19.19365,42.47,veryLow,none
2024-08-12,controlledLoad,23.021,40.243,low,none
2024-08-12,controlledLoad,19.73178,39.365,veryLow,none
2024-08-12,controlledLoad,20.86477,36.556,low,none
2024-08-12,controlledLoad,21.00293,33.53,low,none
2024-08-12,controlledLoad,19.67276,30.256,veryLow,none
2024-08-12,controlledLoad,25.88756,23.913,low,none
2024-08-12,controlledLoad,36.76457,14.676,neutral,none
2024-08-12,controlledLoad,41.94222,8.006,high,none
2024-08-12,controlledLoad,43.26421,7.4079999999999995,high,none
2024-08-12,controlledLoad,41.96164,8.164,high,none
2024-08-12,controlledLoad,41.96164,8.847,high,none
2024-08-12,controlledLoad,36.38287,9.307,neutral,none
2024-08-12,controlledLoad,32.36395,9.633,neutral,none
2024-08-12,controlledLoad,27.71975,9.922,low,none
2024-08-12,controlledLoad,26.66553,10.291,low,none
2024-08-12,controlledLoad,28.11658,11.018,low,none
2024-08-12,controlledLoad,24.26256,12.237,low,none
2024-08-12,controlledLoad,25.83733,12.662,low,none
2024-08-12,controlledLoad,23.07766,13.297999999999998,low,none
2024-08-12,controlledLoad,21.02861,13.807,low,none
2024-08-12,controlledLoad,18.81415,14.38,veryLow,none
2024-08-13,controlledLoad,17.92098,15.059000000000001,veryLow,none
2024-08-13,controlledLoad,17.43623,14.227,veryLow,none
2024-08-13,controlledLoad,17.66804,13.87,veryLow,none
2024-08-13,controlledLoad,20.07439,13.55,veryLow,none
2024-08-13,controlledLoad,19.48842,13.587,veryLow,none
2024-08-13,controlledLoad,18.92472,13.333,veryLow,none
2024-08-13,controlledLoad,19.20938,12.961,veryLow,none
2024-08-13,controlledLoad,19.51686,12.565000000000001,veryLow,none
2024-08-13,controlledLoad,17.82555,12.658,veryLow,none
2024-08-13,controlledLoad,19.12148,11.886,veryLow,none
2024-08-13,controlledLoad,18.46439,11.498999999999999,veryLow,none
2024-08-13,controlledLoad,20.11706,10.566,veryLow,none
2024-08-13,controlledLoad,26.99311,9.232999999999999,low,none
2024-08-13,controlledLoad,27.63374,8.669,low,none
2024-08-13,controlledLoad,36.60346,10.18,neutral,none
2024-08-13,controlledLoad,31.75341,15.773000000000001,neutral,none
2024-08-13,controlledLoad,23.57973,23.235,low,none
2024-08-13,controlledLoad,26.36693,29.326,low,none
2024-08-13,controlledLoad,32.57235,32.329,neutral,none
2024-08-13,controlledLoad,32.95637,34.313,neutral,none
2024-08-13,controlledLoad,27.88845,37.344,low,none
2024-08-13,controlledLoad,26.63285,37.717,low,none
2024-08-13,controlledLoad,23.71055,41.673,low,none
2024-08-13,controlledLoad,27.35706,43.098,low,none
2024-08-13,controlledLoad,23.77104,44.836,low,none
2024-08-13,controlledLoad,18.71441,45.214,veryLow,none
2024-08-13,controlledLoad,21.20245,42.045,low,none
2024-08-13,controlledLoad,17.58516,41.967,veryLow,none
2024-08-13,controlledLoad,16.61204,40.286,veryLow,none
2024-08-13,controlledLoad,17.78306,35.358000000000004,veryLow,none
2024-08-13,controlledLoad,18.51224,28.947,veryLow,none
2024-08-13,controlledLoad,16.65524,26.113999999999997,veryLow,none
2024-08-13,controlledLoad,19.4268,19.735,veryLow,none
2024-08-13,controlledLoad,28.1093,11.689,low,none
2024-08-13,controlledLoad,32.46077,6.364,neutral,none
2024-08-13,controlledLoad,40.18774,5.1049999999999995,neutral,none
2024-08-13,controlledLoad,37.21465,4.8759999999999994,neutral,none
2024-08-13,controlledLoad,30.43918,5.0840000000000005,low,none
2024-08-13,controlledLoad,24.20285,5.177,low,none
2024-08-13,controlledLoad,26.47193,5.46,low,none
2024-08-13,controlledLoad,24.00394,5.998,low,none
2024-08-13,controlledLoad,21.82938,6.758,low,none
2024-08-13,controlledLoad,21.33056,7.316000000000001,low,none
2024-08-13,controlledLoad,19.6152,8.017000000000001,veryLow,none
2024-08-13,controlledLoad,19.78277,8.468,veryLow,none
2024-08-13,controlledLoad,18.6098,8.642,veryLow,none
2024-08-13,controlledLoad,19.23134,8.462,veryLow,none
2024-08-13,controlledLoad,19.15936,8.332,veryLow,none
2024-08-14,controlledLoad,17.22821,8.51,veryLow,none
2024-08-14,controlledLoad,18.55501,9.342,veryLow,none
2024-08-14,controlledLoad,17.79037,9.862,veryLow,none
2024-08-14,controlledLoad,17.259,10.619,veryLow,none
2024-08-14,controlledLoad,17.15067,9.917,veryLow,none
2024-08-14,controlledLoad,16.8755,10.15,veryLow,none
2024-08-14,controlledLoad,16.93331,10.103,veryLow,none
2024-08-14,controlledLoad,16.54029,9.711,veryLow,none
2024-08-14,controlledLoad,17.89441,8.918,veryLow,none
2024-08-14,controlledLoad,19.45457,6.9959999999999996,veryLow,none
2024-08-14,controlledLoad,20.13056,5.779999999999999,veryLow,none
2024-08-14,controlledLoad,21.27265,4.803,low,none
2024-08-14,controlledLoad,21.53978,4.288,low,none
2024-08-14,controlledLoad,24.92404,3.583,low,none
2024-08-14,controlledLoad,26.23828,3.247,low,none
2024-08-14,controlledLoad,25.79761,5.941,low,none
2024-08-14,controlledLoad,24.48624,10.961,low,none
2024-08-14,controlledLoad,24.89211,15.09,low,none
2024-08-14,controlledLoad,26.85986,16.897000000000002,low,none
2024-08-14,controlledLoad,31.70489,17.986,neutral,none
2024-08-14,controlledLoad,26.64455,20.573,low,none
2024-08-14,controlledLoad,19.34339,21.41,veryLow,none
2024-08-14,controlledLoad,19.80289,22.343,veryLow,none
2024-08-14,controlledLoad,20.53629,22.508,low,none
2024-08-14,controlledLoad,20.21863,22.52,veryLow,none
2024-08-14,controlledLoad,18.13583,24.315,veryLow,none
2024-08-14,controlledLoad,19.55363,24.436,veryLow,none
2024-08-14,controlledLoad,18.11426,23.204,veryLow,none
2024-08-14,controlledLoad,18.06508,21.395,veryLow,none
2024-08-14,controlledLoad,17.47597,20.266000000000002,veryLow,none
2024-08-14,controlledLoad,17.11163,19.458000000000002,veryLow,none
2024-08-14,controlledLoad,19.07127,15.997,veryLow,none
2024-08-14,controlledLoad,20.5572,13.538,low,none
2024-08-14,controlledLoad,31.99301,9.714,neutral,none
2024-08-14,controlledLoad,35.23772,4.4159999999999995,neutral,none
2024-08-14,controlledLoad,41.74201,2.078,high,none
2024-08-14,controlledLoad,41.96166,1.918,high,none
2024-08-14,controlledLoad,41.43878,1.5789999999999997,high,none
2024-08-14,controlledLoad,33.09391,1.5879999999999999,neutral,none
2024-08-14,controlledLoad,27.59701,1.9109999999999998,low,none
2024-08-14,controlledLoad,27.51164,2.236,low,none
2024-08-14,controlledLoad,26.12685,2.255,low,none
2024-08-14,controlledLoad,27.01183,2.0789999999999997,low,none
2024-08-14,controlledLoad,24.95383,2.022,low,none
2024-08-14,controlledLoad,26.41712,1.807,low,none
2024-08-14,controlledLoad,25.50672,1.966,low,none
2024-08-14,controlledLoad,28.09481,2.366,low,none
2024-08-14,controlledLoad,24.27129,2.7359999999999998,low,none
2024-08-15,controlledLoad,23.26233,2.435,low,none
2024-08-15,controlledLoad,23.75792,1.83,low,none
2024-08-15,controlledLoad,22.98777,1.5709999999999997,low,none
2024-08-15,controlledLoad,20.27455,1.606,veryLow,none
2024-08-15,controlledLoad,19.8924,1.685,veryLow,none
2024-08-15,controlledLoad,20.44005,1.7590000000000001,veryLow,none
2024-08-15,controlledLoad,20.45042,1.414,veryLow,none
2024-08-15,controlledLoad,20.82503,1.27,low,none
2024-08-15,controlledLoad,23.63539,1.456,low,none
2024-08-15,controlledLoad,24.16566,1.5810000000000002,low,none
2024-08-15,controlledLoad,25.31261,1.909,low,none
2024-08-15,controlledLoad,20.45884,1.7049999999999998,veryLow,none
2024-08-15,controlledLoad,25.11511,1.5559999999999998,low,none
2024-08-15,controlledLoad,33.88474,1.7160000000000002,neutral,none
