Date,Channel Type,Per kWh,Renewables,Descriptor,Spike Status
2024-10-05,controlledLoad,12.03887,29.653000000000002,veryLow,none
2024-10-05,controlledLoad,10.10316,31.605,veryLow,none
2024-10-05,controlledLoad,3.76073,42.276,extremelyLow,none
2024-10-05,controlledLoad,2.64463,51.852,extremelyLow,none
2024-10-05,controlledLoad,2.77808,60.425,extremelyLow,none
2024-10-05,controlledLoad,2.37228,64.46300000000001,extremelyLow,none
2024-10-05,controlledLoad,2.21352,67.597,extremelyLow,none
2024-10-05,controlledLoad,1.5863,71.444,extremelyLow,none
2024-10-05,controlledLoad,1.07514,76.967,extremelyLow,none
2024-10-05,controlledLoad,1.07723,73.703,extremelyLow,none
2024-10-05,controlledLoad,0.83521,72.949,extremelyLow,none
2024-10-05,controlledLoad,0.78558,71.91499999999999,extremelyLow,none
2024-10-05,controlledLoad,0.78558,70.401,extremelyLow,none
2024-10-05,controlledLoad,1.03824,70.14200000000001,extremelyLow,none
2024-10-05,controlledLoad,0.85308,72.393,extremelyLow,none
2024-10-05,controlledLoad,1.32072,73.638,extremelyLow,none
2024-10-05,controlledLoad,1.72491,71.589,extremelyLow,none
2024-10-05,controlledLoad,2.51423,73.953,extremelyLow,none
2024-10-05,controlledLoad,2.70532,77.025,extremelyLow,none
2024-10-05,controlledLoad,3.46879,79.233,extremelyLow,none
2024-10-05,controlledLoad,9.0716,76.43799999999999,veryLow,none
2024-10-05,controlledLoad,8.8035,65.986,veryLow,none
2024-10-05,controlledLoad,9.11439,50.394000000000005,veryLow,none
2024-10-05,controlledLoad,10.35616,36.927,veryLow,none
2024-10-05,controlledLoad,13.9855,26.496,veryLow,none
2024-10-05,controlledLoad,14.51395,22.137999999999998,veryLow,none
2024-10-05,controlledLoad,15.3666,20.93,veryLow,none
2024-10-05,controlledLoad,14.96891,20.388,veryLow,none
2024-10-05,controlledLoad,15.43662,19.167,veryLow,none
2024-10-05,controlledLoad,15.55213,18.718,veryLow,none
2024-10-05,controlledLoad,14.43828,19.218,veryLow,none
2024-10-05,controlledLoad,14.19936,19.738,veryLow,none
2024-10-05,controlledLoad,13.9368,22.503999999999998,veryLow,none
2024-10-05,controlledLoad,14.20091,23.811,veryLow,none
2024-10-05,controlledLoad,13.93738,25.448999999999998,veryLow,none
2024-10-05,controlledLoad,13.97545,27.441,veryLow,none
2024-10-05,controlledLoad,13.93776,28.758,veryLow,none
2024-10-05,general,24.96012,19.044,veryLow,none
2024-10-05,general,24.4911,20.343,veryLow,none
2024-10-05,general,24.13925,19.923,veryLow,none
2024-10-05,general,23.2879,22.706,veryLow,none
2024-10-05,general,23.06023,27.560000000000002,veryLow,none
2024-10-05,general,23.02073,28.185,veryLow,none
2024-10-05,general,23.01377,29.365000000000002,veryLow,none
2024-10-05,general,22.36131,31.022,veryLow,none
2024-10-05,general,21.25132,31.934,veryLow,none
2024-10-05,general,21.2225,31.595000000000002,veryLow,none
2024-10-05,general,21.28877,30.448999999999998,veryLow,none
2024-10-05,general,21.16172,29.653000000000002,veryLow,none
2024-10-05,general,19.22601,31.605,veryLow,none
2024-10-05,general,12.88358,42.276,extremelyLow,none
2024-10-05,general,11.76748,51.852,extremelyLow,none
2024-10-05,general,11.90093,60.425,extremelyLow,none
2024-10-05,general,11.49513,64.46300000000001,extremelyLow,none
2024-10-05,general,11.33637,67.597,extremelyLow,none
2024-10-05,general,10.70915,71.444,extremelyLow,none
2024-10-05,general,10.19799,76.967,extremelyLow,none
2024-10-05,general,10.20008,73.703,extremelyLow,none
2024-10-05,general,9.95806,72.949,extremelyLow,none
2024-10-05,general,9.90843,71.91499999999999,extremelyLow,none
2024-10-05,general,9.90843,70.401,extremelyLow,none
2024-10-05,general,10.16109,70.14200000000001,extremelyLow,none
2024-10-05,general,9.97593,72.393,extremelyLow,none
2024-10-05,general,10.44357,73.638,extremelyLow,none
2024-10-05,general,10.84776,71.589,extremelyLow,none
2024-10-05,general,11.63708,73.953,extremelyLow,none
2024-10-05,general,11.82817,77.025,extremelyLow,none
2024-10-05,general,12.59164,79.233,extremelyLow,none
2024-10-05,general,18.19445,76.43799999999999,veryLow,none
2024-10-05,general,17.92635,65.986,veryLow,none
2024-10-05,general,18.23724,50.394000000000005,veryLow,none
2024-10-05,general,19.47901,36.927,veryLow,none
2024-10-05,general,23.10835,26.496,veryLow,none
2024-10-05,general,23.6368,22.137999999999998,veryLow,none
2024-10-05,general,24.48945,20.93,veryLow,none
2024-10-05,general,24.09176,20.388,veryLow,none
2024-10-05,general,24.55947,19.167,veryLow,none
2024-10-05,general,24.67498,18.718,veryLow,none
2024-10-05,general,23.56113,19.218,veryLow,none
2024-10-05,general,23.32221,19.738,veryLow,none
2024-10-05,general,23.05965,22.503999999999998,veryLow,none
2024-10-05,general,23.32376,23.811,veryLow,none
2024-10-05,general,23.06023,25.448999999999998,veryLow,none
2024-10-05,general,23.0983,27.441,veryLow,none
2024-10-05,general,23.06061,28.758,veryLow,none
2024-10-06,general,23.25301,28.157,veryLow,none
2024-10-06,general,23.2163,29.873,veryLow,none
2024-10-06,general,23.39808,30.78,veryLow,none
2024-10-06,general,23.10714,32.106,veryLow,none
2024-10-06,general,23.01122,32.64,veryLow,none
2024-10-06,general,23.06138,33.39,veryLow,none
2024-10-06,general,23.05984,33.857,veryLow,none
2024-10-06,general,23.06023,33.591,veryLow,none
2024-10-06,general,22.98653,32.859,veryLow,none
2024-10-06,general,22.93961,32.893,veryLow,none
2024-10-06,general,22.88994,32.524,veryLow,none
2024-10-06,general,22.23908,33.485,veryLow,none
2024-10-06,general,15.00877,45.803,extremelyLow,none
2024-10-06,general,12.15808,62.76199999999999,extremelyLow,none
2024-10-06,general,11.98879,74.03999999999999,extremelyLow,none
2024-10-06,general,11.62243,72.13300000000001,extremelyLow,none
2024-10-06,general,11.40704,72.853,extremelyLow,none
2024-10-06,general,11.33266,77.713,extremelyLow,none
2024-10-06,general,11.411,80.151,extremelyLow,none
2024-10-06,general,11.20965,79.476,extremelyLow,none
2024-10-06,general,10.99975,81.673,extremelyLow,none
2024-10-06,general,10.44681,83.257,extremelyLow,none
2024-10-06,general,10.47092,84.979,extremelyLow,none
2024-10-06,general,9.90843,81.929,extremelyLow,none
2024-10-06,general,9.90843,81.774,extremelyLow,none
2024-10-06,general,10.16155,83.724,extremelyLow,none
2024-10-06,general,10.50697,84.757,extremelyLow,none
2024-10-06,general,10.8962,84.999,extremelyLow,none
2024-10-06,general,11.24891,84.04,extremelyLow,none
2024-10-06,general,11.50397,83.429,extremelyLow,none
2024-10-06,general,11.70081,84.398,extremelyLow,none
2024-10-06,general,18.18682,83.52199999999999,veryLow,none
2024-10-06,general,14.04127,75.79599999999999,extremelyLow,none
2024-10-06,general,14.30372,57.153,extremelyLow,none
2024-10-06,general,22.7135,43.370999999999995,veryLow,none
2024-10-06,general,24.38726,25.578,veryLow,none
2024-10-06,general,24.88963,18.315,veryLow,none
2024-10-06,general,25.24625,17.435000000000002,veryLow,none
2024-10-06,general,24.82424,16.945,veryLow,none
2024-10-06,general,24.88284,16.454,veryLow,none
2024-10-06,general,22.76711,17.679000000000002,veryLow,none
2024-10-06,general,22.62446,19.326999999999998,veryLow,none
2024-10-06,general,22.12344,19.997999999999998,veryLow,none
2024-10-06,general,23.06104,20.346,veryLow,none
2024-10-06,general,23.06083,20.782999999999998,veryLow,none
2024-10-06,general,23.44697,20.36,veryLow,none
2024-10-06,general,22.5541,20.174,veryLow,none
2024-10-06,general,23.46408,20.586,veryLow,none
2024-10-07,general,22.25393,21.394,veryLow,none
2024-10-07,general,23.42563,20.681,veryLow,none
2024-10-07,general,23.41821,20.244999999999997,veryLow,none
2024-10-07,general,23.84613,20.016000000000002,veryLow,none
2024-10-07,general,24.7829,20.077,veryLow,none
2024-10-07,general,24.32902,19.814,veryLow,none
2024-10-07,general,25.03154,18.547,veryLow,none
2024-10-07,general,24.96293,18.372,veryLow,none
2024-10-07,general,23.2814,19.402,veryLow,none
2024-10-07,general,23.31069,20.892,veryLow,none
2024-10-07,general,23.34884,22.477,veryLow,none
2024-10-07,general,22.92879,26.417,veryLow,none
2024-10-07,general,20.29457,40.044999999999995,veryLow,none
2024-10-07,general,14.4712,60.912,extremelyLow,none
2024-10-07,general,12.23089,75.41799999999999,extremelyLow,none
2024-10-07,general,12.4521,82.15599999999999,extremelyLow,none
2024-10-07,general,11.85157,85.22999999999999,extremelyLow,none
2024-10-07,general,11.53937,84.709,extremelyLow,none
2024-10-07,general,11.15841,82.61,extremelyLow,none
2024-10-07,general,10.67825,82.833,extremelyLow,none
2024-10-07,general,10.72904,81.575,extremelyLow,none
2024-10-07,general,10.88575,81.915,extremelyLow,none
2024-10-07,general,10.56814,82.36,extremelyLow,none
2024-10-07,general,10.69054,82.528,extremelyLow,none
2024-10-07,general,10.7764,83.159,extremelyLow,none
2024-10-07,general,11.08754,82.045,extremelyLow,none
2024-10-07,general,11.47607,85.978,extremelyLow,none
2024-10-07,general,11.4849,85.672,extremelyLow,none
2024-10-07,general,11.35472,84.59100000000001,extremelyLow,none
2024-10-07,general,12.22898,84.794,extremelyLow,none
2024-10-07,general,13.48663,82.562,extremelyLow,none
2024-10-07,general,19.33093,78.716,veryLow,none
2024-10-07,general,14.49225,67.482,extremelyLow,none
2024-10-07,general,18.48188,52.579,veryLow,none
2024-10-07,general,24.06011,34.105000000000004,veryLow,none
2024-10-07,general,24.48038,22.689999999999998,veryLow,none
2024-10-07,general,28.17529,16.928,veryLow,none
2024-10-07,general,28.20128,14.959,veryLow,none
2024-10-07,general,26.76728,13.406,veryLow,none
2024-10-07,general,27.14911,12.872,veryLow,none
2024-10-07,general,26.39527,11.761000000000001,veryLow,none
2024-10-07,general,26.3248,10.068000000000001,veryLow,none
2024-10-07,general,26.16289,8.944,veryLow,none
2024-10-07,general,25.65359,8.221,veryLow,none
2024-10-07,general,24.8945,7.881,veryLow,none
2024-10-07,general,25.21626,7.442,veryLow,none
2024-10-07,general,30.54566,6.832000000000001,veryLow,none
2024-10-07,general,28.42678,6.042,veryLow,none
2024-10-08,general,27.3438,5.657,veryLow,none
2024-10-08,general,25.81845,5.853,veryLow,none
2024-10-08,general,25.96203,5.0680000000000005,veryLow,none
2024-10-08,general,25.16715,4.266,veryLow,none
2024-10-08,general,25.31794,4.054,veryLow,none
2024-10-08,general,25.99664,3.837,veryLow,none
2024-10-08,general,25.54956,3.344,veryLow,none
2024-10-08,general,25.87263,3.305,veryLow,none
2024-10-08,general,26.55123,3.505,veryLow,none
2024-10-08,general,26.42789,3.772,veryLow,none
2024-10-08,general,28.99414,3.6839999999999997,veryLow,none
2024-10-08,general,36.97393,5.459,low,none
2024-10-08,general,35.97827,14.966,low,none
2024-10-08,general,23.4537,31.401,veryLow,none
2024-10-08,general,24.65374,45.025999999999996,veryLow,none
2024-10-08,general,26.75231,50.865,veryLow,none
2024-10-08,general,27.49947,53.356,veryLow,none
2024-10-08,general,24.67855,56.962,veryLow,none
2024-10-08,general,37.71167,58.861,low,none
2024-10-08,general,23.13826,59.736,veryLow,none
2024-10-08,general,23.82735,57.859,veryLow,none
2024-10-08,general,21.56395,59.794000000000004,veryLow,none
2024-10-08,general,27.16908,63.978,veryLow,none
2024-10-08,general,25.16459,63.294,veryLow,none
2024-10-08,general,27.11857,61.853,veryLow,none
2024-10-08,general,23.13291,59.465999999999994,veryLow,none
2024-10-08,general,22.63004,58.882999999999996,veryLow,none
2024-10-08,general,32.52894,61.909000000000006,low,none
2024-10-08,general,26.87808,57.13,veryLow,none
2024-10-08,general,26.80915,52.800999999999995,veryLow,none
2024-10-08,general,28.1116,50.358999999999995,veryLow,none
2024-10-08,general,29.24029,48.528999999999996,veryLow,none
2024-10-08,general,24.28451,44.194,veryLow,none
2024-10-08,general,28.46356,33.828,veryLow,none
2024-10-08,general,30.9484,25.629999999999995,veryLow,none
2024-10-08,general,40.30129,16.824,low,none
2024-10-08,general,42.62468,13.001999999999999,neutral,none
2024-10-08,general,43.44009,14.774999999999999,neutral,none
2024-10-08,general,34.276,16.272000000000002,low,none
2024-10-08,general,32.86867,18.346999999999998,low,none
2024-10-08,general,31.587,22.072,low,none
2024-10-08,general,29.10338,23.666999999999998,veryLow,none
2024-10-08,general,31.53228,24.312,low,none
2024-10-08,general,28.86234,24.559,veryLow,none
2024-10-08,general,29.77461,24.927,veryLow,none
2024-10-08,general,27.80806,25.734,veryLow,none
2024-10-08,general,27.89111,26.247999999999998,veryLow,none
2024-10-08,general,25.04804,27.227,veryLow,none
2024-10-09,general,24.59623,27.078000000000003,veryLow,none
2024-10-09,general,24.69326,28.050000000000004,veryLow,none
2024-10-09,general,23.36515,28.774,veryLow,none
2024-10-09,general,23.04961,29.602,veryLow,none
2024-10-09,general,23.05057,29.993,veryLow,none
2024-10-09,general,23.13167,29.557,veryLow,none
2024-10-09,general,23.06892,29.502,veryLow,none
2024-10-09,general,23.90962,28.961,veryLow,none
2024-10-09,general,25.14905,27.462999999999997,veryLow,none
2024-10-09,general,23.94129,23.061,veryLow,none
2024-10-09,general,29.08199,21.059,veryLow,none
2024-10-09,general,31.95864,20.315,low,none
2024-10-09,general,26.58089,26.418999999999997,veryLow,none
2024-10-09,general,21.87201,38.73,veryLow,none
2024-10-09,general,20.83168,48.026,veryLow,none
2024-10-09,general,21.72141,54.373000000000005,veryLow,none
2024-10-09,general,22.7218,57.304,veryLow,none
2024-10-09,general,21.87953,60.553999999999995,veryLow,none
2024-10-09,general,25.15858,61.016999999999996,veryLow,none
2024-10-09,general,21.91243,58.374,veryLow,none
2024-10-09,general,25.06115,55.245,veryLow,none
2024-10-09,general,27.4538,58.962,veryLow,none
2024-10-09,general,27.33113,58.459,veryLow,none
2024-10-09,general,26.09435,55.782,veryLow,none
2024-10-09,general,23.32532,56.377,veryLow,none
2024-10-09,general,26.43678,58.401,veryLow,none
2024-10-09,general,21.11221,56.241,veryLow,none
2024-10-09,general,21.13889,56.111,veryLow,none
2024-10-09,general,20.76485,53.717999999999996,veryLow,none
2024-10-09,general,28.16691,53.776999999999994,veryLow,none
2024-10-09,general,22.41122,51.544000000000004,veryLow,none
2024-10-09,general,23.46746,49.708999999999996,veryLow,none
2024-10-09,general,22.74385,45.019,veryLow,none
2024-10-09,general,22.94817,39.083,veryLow,none
2024-10-09,general,40.47916,27.388,low,none
2024-10-09,general,27.97247,16.356,veryLow,none
2024-10-09,general,40.93257,12.516,low,none
2024-10-09,general,37.59164,13.141,low,none
2024-10-09,general,33.91646,13.320000000000002,low,none
2024-10-09,general,31.49682,13.084999999999999,veryLow,none
2024-10-09,general,29.7428,13.333,veryLow,none
2024-10-09,general,24.53199,13.919,veryLow,none
2024-10-09,general,24.04223,14.572,veryLow,none
2024-10-09,general,24.06126,14.721,veryLow,none
2024-10-09,general,25.05787,14.357000000000001,veryLow,none
2024-10-09,general,25.13725,14.533,veryLow,none
2024-10-09,general,24.78359,14.251,veryLow,none
2024-10-09,general,24.07664,14.633,veryLow,none
2024-10-10,general,24.68749,15.107000000000001,veryLow,none
2024-10-10,general,24.78744,15.218000000000002,veryLow,none
2024-10-10,general,24.56062,14.957,veryLow,none
2024-10-10,general,24.46452,15.160000000000002,veryLow,none
2024-10-10,general,24.56062,15.219,veryLow,none
2024-10-10,general,24.56062,15.564,veryLow,none
2024-10-10,general,24.78744,14.854999999999999,veryLow,none
2024-10-10,general,26.05583,13.725999999999999,veryLow,none
2024-10-10,general,27.20544,11.615,veryLow,none
2024-10-10,general,26.53252,10.984,veryLow,none
2024-10-10,general,29.95482,10.387,veryLow,none
2024-10-10,general,40.72781,11.124,low,none
2024-10-10,general,25.3073,19.5,veryLow,none
2024-10-10,general,19.84261,35.807,veryLow,none
2024-10-10,general,21.10528,47.183,veryLow,none
2024-10-10,general,22.32113,55.382,veryLow,none
2024-10-10,general,15.80968,60.248000000000005,extremelyLow,none
2024-10-10,general,13.13575,63.865,extremelyLow,none
2024-10-10,general,11.50138,68.549,extremelyLow,none
2024-10-10,general,10.56022,71.731,extremelyLow,none
2024-10-10,general,10.62288,72.124,extremelyLow,none
2024-10-10,general,11.17015,74.766,extremelyLow,none
2024-10-10,general,12.91171,77.05499999999999,extremelyLow,none
2024-10-10,general,11.76055,75.779,extremelyLow,none
2024-10-10,general,11.1945,75.438,extremelyLow,none
2024-10-10,general,10.15672,72.959,extremelyLow,none
2024-10-10,general,10.87283,73.721,extremelyLow,none
2024-10-10,general,12.50836,73.527,extremelyLow,none
2024-10-10,general,14.92142,72.693,extremelyLow,none
2024-10-10,general,24.17697,73.502,veryLow,none
2024-10-10,general,23.37055,68.171,veryLow,none
2024-10-10,general,16.69383,56.766000000000005,veryLow,none
2024-10-10,general,21.78464,48.789,veryLow,none
2024-10-10,general,25.75679,38.383,veryLow,none
2024-10-10,general,26.29053,21.947,veryLow,none
2024-10-10,general,38.96727,9.482,low,none
2024-10-10,general,30.64908,3.8670000000000004,veryLow,none
2024-10-10,general,26.52098,3.798,veryLow,none
2024-10-10,general,29.7503,4.364,veryLow,none
2024-10-10,general,31.38224,4.077,veryLow,none
2024-10-10,general,27.65811,3.6740000000000004,veryLow,none
2024-10-10,general,26.37741,3.2849999999999997,veryLow,none
2024-10-10,general,32.70034,3.018,low,none
2024-10-10,general,28.04928,3.2070000000000003,veryLow,none
2024-10-10,general,28.20785,3.496,veryLow,none
2024-10-10,general,24.96716,3.879,veryLow,none
2024-10-10,general,25.37231,4.543,veryLow,none
2024-10-10,general,24.68327,6.244000000000001,veryLow,none
2024-10-11,general,25.69995,7.084,veryLow,none
2024-10-11,general,26.30115,7.832999999999999,veryLow,none
2024-10-11,general,25.3019,8.99,veryLow,none
2024-10-11,general,25.19569,9.812,veryLow,none
2024-10-11,general,25.49554,10.14,veryLow,none
2024-10-11,general,25.35292,9.788,veryLow,none
2024-10-11,general,25.72254,9.934999999999999,veryLow,none
2024-10-11,general,25.44465,10.551,veryLow,none
2024-10-11,general,28.5847,10.735999999999999,veryLow,none
2024-10-11,general,28.53496,10.623000000000001,veryLow,none
2024-10-11,general,29.87597,10.306,veryLow,none
2024-10-11,general,27.31911,11.355,veryLow,none
2024-10-11,general,25.81145,20.162,veryLow,none
2024-10-11,general,19.20447,35.667,veryLow,none
2024-10-11,general,22.49807,48.08,veryLow,none
2024-10-11,general,23.2321,51.99700000000001,veryLow,none
2024-10-11,general,24.16959,57.903000000000006,veryLow,none
2024-10-11,general,25.44083,63.352,veryLow,none
2024-10-11,general,25.76335,66.084,veryLow,none
2024-10-11,general,25.57473,67.232,veryLow,none
2024-10-11,general,18.03329,67.067,veryLow,none
2024-10-11,general,12.7605,65.861,extremelyLow,none
2024-10-11,general,12.38593,68.197,extremelyLow,none
2024-10-11,general,28.94921,78.202,veryLow,none
2024-10-11,general,14.50389,75.13,extremelyLow,none
2024-10-11,general,11.48774,72.241,extremelyLow,none
2024-10-11,general,27.0525,74.847,veryLow,none
2024-10-11,general,33.61608,73.691,low,none
2024-10-11,general,23.18299,70.816,veryLow,none
2024-10-11,general,23.02699,67.714,veryLow,none
2024-10-11,general,25.94833,56.948,veryLow,none
2024-10-11,general,19.81503,51.561,veryLow,none
2024-10-11,general,26.78433,51.492000000000004,veryLow,none
2024-10-11,general,16.73839,40.192,veryLow,none
2024-10-11,general,27.81204,27.85,veryLow,none
2024-10-11,general,27.07164,14.12,veryLow,none
2024-10-11,general,25.9008,8.854,veryLow,none
2024-10-11,general,27.73409,8.811,veryLow,none
2024-10-11,general,29.09812,7.432999999999999,veryLow,none
2024-10-11,general,28.46266,7.234999999999999,veryLow,none
2024-10-11,general,28.46711,8.413,veryLow,none
2024-10-11,general,26.52613,9.164,veryLow,none
2024-10-11,general,26.26271,9.396,veryLow,none
2024-10-11,general,25.87724,9.229,veryLow,none
2024-10-11,general,27.9459,7.671,veryLow,none
2024-10-11,general,28.11228,7.478,veryLow,none
2024-10-11,general,26.25173,7.9479999999999995,veryLow,none
2024-10-11,general,25.49368,8.535,veryLow,none
2024-10-12,general,26.93567,9.009,veryLow,none
2024-10-12,general,25.19397,9.782,veryLow,none
2024-10-12,general,25.31672,9.785,veryLow,none
2024-10-12,general,24.77246,10.334,veryLow,none
2024-10-12,general,25.13727,10.441,veryLow,none
2024-10-12,general,24.28423,11.616,veryLow,none
2024-10-12,general,23.67722,12.778999999999998,veryLow,none
2024-10-12,general,25.77023,12.296,veryLow,none
2024-10-12,general,24.0282,13.526,veryLow,none
2024-10-12,general,23.17671,14.285999999999998,veryLow,none
2024-10-12,general,25.5059,15.058,veryLow,none
2024-10-12,general,24.213,17.724,veryLow,none
2024-10-12,general,19.74639,27.709,veryLow,none
2024-10-12,general,16.04123,42.426,extremelyLow,none
2024-10-12,general,21.35686,52.699,veryLow,none
2024-10-12,general,28.86854,59.111000000000004,veryLow,none
2024-10-12,general,27.62928,60.99400000000001,veryLow,none
2024-10-12,general,27.78564,59.667,veryLow,none
2024-10-12,general,34.59699,59.99,low,none
2024-10-12,general,26.70773,66.187,veryLow,none
2024-10-12,general,27.59327,65.807,veryLow,none
2024-10-12,general,54.97586,64.428,high,none
2024-10-12,general,28.29114,62.708,veryLow,none
2024-10-12,general,17.94847,63.958999999999996,veryLow,none
2024-10-12,general,18.7163,65.101,veryLow,none
2024-10-12,general,19.18722,70.931,veryLow,none
2024-10-12,general,18.62299,70.91,veryLow,none
2024-10-12,general,19.93926,73.909,veryLow,none
2024-10-12,general,20.81922,71.237,veryLow,none
2024-10-12,general,23.61732,66.06,veryLow,none
2024-10-12,general,25.11208,61.27,veryLow,none
2024-10-12,general,21.96145,58.074999999999996,veryLow,none
2024-10-12,general,20.65455,53.730999999999995,veryLow,none
2024-10-12,general,18.56046,47.635,veryLow,none
2024-10-12,general,25.00994,34.595,veryLow,none
2024-10-12,general,31.81438,22.041,low,none
2024-10-12,general,32.56232,16.641000000000002,low,none
2024-10-12,general,32.28799,16.695999999999998,low,none
2024-10-12,general,28.70962,18.237000000000002,veryLow,none
2024-10-12,general,26.40999,18.788,veryLow,none
2024-10-12,general,26.9388,19.067999999999998,veryLow,none
2024-10-12,general,25.21819,19.945,veryLow,none
2024-10-12,general,24.43944,20.34,veryLow,none
2024-10-12,general,23.41677,21.102999999999998,veryLow,none
2024-10-12,general,22.05248,21.759,veryLow,none
2024-10-12,general,20.93286,21.606,veryLow,none
2024-10-12,general,21.14659,21.893,veryLow,none
2024-10-12,general,22.32167,21.44,veryLow,none
2024-10-05,controlledLoad,15.83727,19.044,veryLow,none
2024-10-05,controlledLoad,15.36825,20.343,veryLow,none
2024-10-05,controlledLoad,15.0164,19.923,veryLow,none
2024-10-05,controlledLoad,14.16505,22.706,veryLow,none
2024-10-05,controlledLoad,13.93738,27.560000000000002,veryLow,none
2024-10-05,controlledLoad,13.89788,28.185,veryLow,none
2024-10-05,controlledLoad,13.89092,29.365000000000002,veryLow,none
2024-10-05,controlledLoad,13.23846,31.022,veryLow,none
2024-10-05,controlledLoad,12.12847,31.934,veryLow,none
2024-10-05,controlledLoad,12.09965,31.595000000000002,veryLow,none
2024-10-05,controlledLoad,12.16592,30.448999999999998,veryLow,none
2024-10-05,controlledLoad,12.03887,29.653000000000002,veryLow,none
2024-10-05,controlledLoad,10.10316,31.605,veryLow,none
2024-10-05,controlledLoad,3.76073,42.276,extremelyLow,none
2024-10-05,controlledLoad,2.64463,51.852,extremelyLow,none
2024-10-05,controlledLoad,2.77808,60.425,extremelyLow,none
2024-10-05,controlledLoad,2.37228,64.46300000000001,extremelyLow,none
2024-10-05,controlledLoad,2.21352,67.597,extremelyLow,none
2024-10-05,controlledLoad,1.5863,71.444,extremelyLow,none
2024-10-05,controlledLoad,1.07514,76.967,extremelyLow,none
2024-10-05,controlledLoad,1.07723,73.703,extremelyLow,none
2024-10-05,controlledLoad,0.83521,72.949,extremelyLow,none
2024-10-05,controlledLoad,0.78558,71.91499999999999,extremelyLow,none
2024-10-05,controlledLoad,0.78558,70.401,extremelyLow,none
2024-10-05,controlledLoad,1.03824,70.14200000000001,extremelyLow,none
2024-10-05,controlledLoad,0.85308,72.393,extremelyLow,none
2024-10-05,controlledLoad,1.32072,73.638,extremelyLow,none
2024-10-05,controlledLoad,1.72491,71.589,extremelyLow,none
2024-10-05,controlledLoad,2.51423,73.953,extremelyLow,none
2024-10-05,controlledLoad,2.70532,77.025,extremelyLow,none
2024-10-05,controlledLoad,3.46879,79.233,extremelyLow,none
2024-10-05,controlledLoad,9.0716,76.43799999999999,veryLow,none
2024-10-05,controlledLoad,8.8035,65.986,veryLow,none
2024-10-05,controlledLoad,9.11439,50.394000000000005,veryLow,none
2024-10-05,controlledLoad,10.35616,36.927,veryLow,none
2024-10-05,controlledLoad,13.9855,26.496,veryLow,none
2024-10-05,controlledLoad,14.51395,22.137999999999998,veryLow,none
2024-10-05,controlledLoad,15.3666,20.93,veryLow,none
2024-10-05,controlledLoad,14.96891,20.388,veryLow,none
2024-10-05,controlledLoad,15.43662,19.167,veryLow,none
2024-10-05,controlledLoad,15.55213,18.718,veryLow,none
2024-10-05,controlledLoad,14.43828,19.218,veryLow,none
2024-10-05,controlledLoad,14.19936,19.738,veryLow,none
2024-10-05,controlledLoad,13.9368,22.503999999999998,veryLow,none
2024-10-05,controlledLoad,14.20091,23.811,veryLow,none
2024-10-05,controlledLoad,13.93738,25.448999999999998,veryLow,none
2024-10-05,controlledLoad,13.97545,27.441,veryLow,none
2024-10-05,controlledLoad,13.93776,28.758,veryLow,none
2024-10-06,controlledLoad,14.13016,28.157,veryLow,none
2024-10-06,controlledLoad,14.09345,29.873,veryLow,none
2024-10-06,controlledLoad,14.27523,30.78,veryLow,none
2024-10-06,controlledLoad,13.98429,32.106,veryLow,none
2024-10-06,controlledLoad,13.88837,32.64,veryLow,none
2024-10-06,controlledLoad,13.93853,33.39,veryLow,none
2024-10-06,controlledLoad,13.93699,33.857,veryLow,none
2024-10-06,controlledLoad,13.93738,33.591,veryLow,none
2024-10-06,controlledLoad,13.86368,32.859,veryLow,none
2024-10-06,controlledLoad,13.81676,32.893,veryLow,none
2024-10-06,controlledLoad,13.76709,32.524,veryLow,none
2024-10-06,controlledLoad,13.11623,33.485,veryLow,none
2024-10-06,controlledLoad,5.88592,45.803,extremelyLow,none
2024-10-06,controlledLoad,3.03523,62.76199999999999,extremelyLow,none
2024-10-06,controlledLoad,2.86594,74.03999999999999,extremelyLow,none
2024-10-06,controlledLoad,2.49958,72.13300000000001,extremelyLow,none
2024-10-06,controlledLoad,2.28419,72.853,extremelyLow,none
2024-10-06,controlledLoad,2.20981,77.713,extremelyLow,none
2024-10-06,controlledLoad,2.28815,80.151,extremelyLow,none
2024-10-06,controlledLoad,2.0868,79.476,extremelyLow,none
2024-10-06,controlledLoad,1.8769,81.673,extremelyLow,none
2024-10-06,controlledLoad,1.32396,83.257,extremelyLow,none
2024-10-06,controlledLoad,1.34807,84.979,extremelyLow,none
2024-10-06,controlledLoad,0.78558,81.929,extremelyLow,none
2024-10-06,controlledLoad,0.78558,81.774,extremelyLow,none
2024-10-06,controlledLoad,1.0387,83.724,extremelyLow,none
2024-10-06,controlledLoad,1.38412,84.757,extremelyLow,none
2024-10-06,controlledLoad,1.77335,84.999,extremelyLow,none
2024-10-06,controlledLoad,2.12606,84.04,extremelyLow,none
2024-10-06,controlledLoad,2.38112,83.429,extremelyLow,none
2024-10-06,controlledLoad,2.57796,84.398,extremelyLow,none
2024-10-06,controlledLoad,9.06397,83.52199999999999,veryLow,none
2024-10-06,controlledLoad,4.91842,75.79599999999999,extremelyLow,none
2024-10-06,controlledLoad,5.18087,57.153,extremelyLow,none
2024-10-06,controlledLoad,13.59065,43.370999999999995,veryLow,none
2024-10-06,controlledLoad,15.26441,25.578,veryLow,none
